activation,activation_numerical,batch_size,delta_acc,dropout,early_stopping_patience,epochs,mean_train_score,mean_val_score,neurons_1,neurons_2,neurons_3,neurons_4,num_hidden_layers,optimizer,optimizer_numerical,reduce_lr_factor,reduce_lr_min_lr,reduce_lr_patience,std_train_score,std_val_score,weight_contraint
LeakyReLU,1,128,0.0757470992070318,0.2,15,60,0.7196904222170512,0.6690145134925842,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0099271933609505,0.0117584565406077,10.0
LeakyReLU,1,128,0.0722789551549674,0.2,15,60,0.7139901121457418,0.6658622821172079,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0175657479277069,0.0115643876489763,10.0
LeakyReLU,1,128,0.0670045960147471,0.2,20,60,0.7065962155659994,0.6622241536776224,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0056960285903223,0.009117146181627,10.0
LeakyReLU,1,128,0.0418035939279498,0.2,20,60,0.6947095990180969,0.6668335596720377,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0259551466144152,0.0153669462450001,10.0
LeakyReLU,1,256,0.0732331876922209,0.2,15,60,0.7107200225194296,0.6622232993443807,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0132778317109102,0.0064041927406225,10.0
LeakyReLU,1,256,0.0655308547962183,0.2,15,60,0.707687517007192,0.6641642649968466,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0059616677103573,0.0095075329638451,10.0
LeakyReLU,1,256,0.084723796842669,0.2,20,60,0.7217509349187216,0.6653776168823242,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0056325490489254,0.0124618777440334,10.0
LeakyReLU,1,256,0.0595208804050298,0.2,20,60,0.7078074415524801,0.6680448253949484,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0044117258328265,0.0118913399367626,10.0
LeakyReLU,1,512,0.0551085050203402,0.2,15,60,0.6987178126970927,0.6622236569722494,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0180284431052372,0.0073132157210114,10.0
LeakyReLU,1,512,0.0444233550523846,0.2,15,60,0.6926544109980265,0.663193146387736,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0098814537404848,0.0067469858801708,10.0
LeakyReLU,1,512,0.0383319136837922,0.2,20,60,0.6896220445632935,0.6641633907953898,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0063838758417915,0.0085623507939562,10.0
LeakyReLU,1,512,0.0603574580661745,0.2,20,60,0.7070804635683695,0.666832168896993,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0057934047080589,0.0112206178527888,10.0
LeakyReLU,1,1024,0.0507440849118307,0.2,15,60,0.7004133860270182,0.6665879885355631,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0137791902195067,0.0065687209358827,10.0
LeakyReLU,1,1024,0.0583598317548495,0.2,15,60,0.7057468891143799,0.6668307582537333,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0114369805322421,0.0071136883642618,10.0
LeakyReLU,1,1024,0.049267944807768,0.2,20,60,0.6971398989359537,0.6644059816996256,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0086125312631864,0.0074097497510041,10.0
LeakyReLU,1,1024,0.0452871051190819,0.2,20,60,0.6939882040023804,0.6639211376508077,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0116985321863707,0.0078813234420568,10.0
relu,0,64,0.1410046727056178,0.3,15,60,0.7603060007095337,0.6663478414217631,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0056381421820765,0.0132552432893916,10.0
relu,0,64,0.098459187362724,0.3,15,60,0.7263600826263428,0.6612535913785299,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0225064173361252,0.007413763045276,10.0
relu,0,64,0.1296476087410024,0.3,20,60,0.7499993046124777,0.6639232436815897,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0148035028046037,0.0137796688864498,10.0
relu,0,64,0.1095481190905507,0.3,20,60,0.7379987438519796,0.6651345094045004,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0108155322291346,0.010452782964825,10.0
relu,0,128,0.0912902062376461,0.3,15,60,0.7232072750727335,0.6627084811528524,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0146744675995342,0.0069730705714253,10.0
relu,0,128,0.0846471911080661,0.3,15,60,0.7161750594774882,0.6602838834126791,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0260286619371602,0.0077447400473984,10.0
relu,0,128,0.10256598647541,0.3,20,60,0.7298771937688192,0.6619805097579956,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0206298321539392,0.0054048824226863,10.0
relu,0,128,0.0781850623691794,0.3,20,60,0.7155692378679911,0.6636794209480286,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0121429825458663,0.0098497219020471,10.0
relu,0,256,0.0926107706639417,0.3,15,60,0.7251438697179159,0.6636799573898315,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0115108307608614,0.012216106714125,10.0
relu,0,256,0.08563250500656,0.3,15,60,0.7223557631174723,0.6653777956962585,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0125571671577634,0.0127514033066019,10.0
relu,0,256,0.0799266330993798,0.3,20,60,0.7175106803576151,0.6644068757692972,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0201059088421481,0.0102705924845338,10.0
relu,0,256,0.085998750992697,0.3,20,60,0.7165409326553345,0.6597990393638611,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0261184924540691,0.0082113398364395,10.0
relu,0,512,0.0675225081140944,0.3,15,60,0.7053851286570231,0.6607683897018433,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0147695324849095,0.0064037200629529,10.0
relu,0,512,0.0790822353243451,0.3,15,60,0.7130230665206909,0.6607680519421896,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0147353671681686,0.0052759658642463,10.0
relu,0,512,0.0688155006651774,0.3,20,60,0.7080534299214681,0.6624655326207479,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0257441322960426,0.0055517580159262,10.0
relu,0,512,0.0759195435053206,0.3,20,60,0.7130211989084879,0.6627086599667867,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0032248325304071,0.0075247445139525,10.0
relu,0,1024,0.0718759184891202,0.3,15,60,0.7069613536198934,0.6595552166302999,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0125546126409493,0.0040431441189916,10.0
relu,0,1024,0.065988358204657,0.3,15,60,0.7030802369117737,0.6595571438471476,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0041964821763158,0.0108981958850169,10.0
relu,0,1024,0.0669703390844194,0.3,20,60,0.7089013059933981,0.6644058227539062,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0154477128656697,0.0067450130482894,10.0
relu,0,1024,0.079011855253277,0.3,20,60,0.7119302352269491,0.6597983439763387,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0038890815484868,0.0062420896850953,10.0
LeakyReLU,1,64,0.085754887968669,0.3,15,60,0.722963809967041,0.6658628185590109,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0170829815209321,0.0129740693929182,10.0
LeakyReLU,1,64,0.0651281004338577,0.3,15,60,0.7097463607788086,0.6663483579953512,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0133366548307658,0.0150622596566421,10.0
LeakyReLU,1,64,0.0689659509707767,0.3,20,60,0.7159319122632345,0.669742484887441,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0075010375613211,0.0128355881067395,10.0
LeakyReLU,1,64,0.0586110957697894,0.3,20,60,0.7071994543075562,0.6680446267127991,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0143408500455132,0.0115651063002564,10.0
LeakyReLU,1,128,0.0687422635829849,0.3,15,60,0.7105980515480042,0.6648918787638346,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0091145133794531,0.010043313803745,10.0
LeakyReLU,1,128,0.0623615417369546,0.3,15,60,0.704294482866923,0.6629517873128256,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0148913138844649,0.0095460462744964,10.0
LeakyReLU,1,128,0.0647066229773803,0.3,20,60,0.7081730961799622,0.6651344895362854,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0155087876126637,0.0105535131898608,10.0
LeakyReLU,1,128,0.0465714857511288,0.3,20,60,0.6973804632822672,0.6663476626078287,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0200409408198133,0.0126327090027975,10.0
LeakyReLU,1,256,0.0648251690493376,0.3,15,60,0.7069606781005859,0.6639218330383301,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0138694310651001,0.0106375702882449,10.0
LeakyReLU,1,256,0.0530485495630467,0.3,15,60,0.7027162710825602,0.6673161188761393,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0174359998426562,0.0085461109629048,10.0
LeakyReLU,1,256,0.0355834096238666,0.3,20,60,0.6845314701398214,0.6610104640324911,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.014475532214835,0.0053350377478256,10.0
LeakyReLU,1,256,0.049323610318667,0.3,20,60,0.6964137355486552,0.6636787056922913,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0147078878719258,0.0083214866336215,10.0
LeakyReLU,1,512,0.0499091528964255,0.3,15,60,0.6937460501988729,0.6607676943143209,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0123055625810754,0.0061019445688427,10.0
LeakyReLU,1,512,0.0405232243913718,0.3,15,60,0.6910768747329712,0.6641628543535868,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0127010419553582,0.0056605201859553,10.0
LeakyReLU,1,512,0.0378136970214381,0.3,20,60,0.6887741088867188,0.663677990436554,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0137995126579219,0.0061896385153269,10.0
LeakyReLU,1,512,0.0376284279036438,0.3,20,60,0.6886520981788635,0.6636789043744405,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0083526107506669,0.0082936067855483,10.0
LeakyReLU,1,1024,0.0481130364047274,0.3,15,60,0.6945932110150655,0.6627083023389181,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0095287532388856,0.0066446705451502,10.0
LeakyReLU,1,1024,0.0341322191374934,0.3,15,60,0.6868335008621216,0.6641641060511271,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0120483933847871,0.0090964248665737,10.0
LeakyReLU,1,1024,0.0379284734054944,0.3,20,60,0.6868353287378947,0.6617366671562195,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0125480658749167,0.0030295586744973,10.0
LeakyReLU,1,1024,0.0426087240318324,0.3,20,60,0.6911989649136862,0.6629514495531718,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0154821463005643,0.0083357497864195,10.0
relu,0,64,0.0615799094972131,0.4,15,60,0.7084121902783712,0.6673187613487244,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0190406772237939,0.0160511602750008,10.0
relu,0,64,0.0800418751944933,0.4,15,60,0.7181122303009033,0.6648929516474406,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0112577771872725,0.0130941498667557,10.0
relu,0,64,0.0978674177155644,0.4,20,60,0.7262360652287801,0.6614970564842224,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0053630035006407,0.0098310895899541,10.0
relu,0,64,0.0843663314055782,0.4,20,60,0.7199337283770243,0.6639211376508077,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0097977768232679,0.0076081452319383,10.0
relu,0,128,0.0748881144919763,0.4,15,60,0.7099916934967041,0.6605261365572611,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0082569269015377,0.0072207521987954,10.0
relu,0,128,0.068684030762434,0.4,15,60,0.7074477871259054,0.6619803110758463,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0244752718444182,0.0058535001859387,10.0
relu,0,128,0.0850926170187573,0.4,20,60,0.7188393473625183,0.6624681949615479,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0112029284822424,0.0132747516390342,10.0
relu,0,128,0.0657404382707854,0.4,20,60,0.7075674136479696,0.6639209588368734,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0122263167209756,0.007087863611976,10.0
relu,0,256,0.0692299879622778,0.4,15,60,0.7078099648157755,0.6619810263315836,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0122688292075745,0.0069220506653019,10.0
relu,0,256,0.0787036539663336,0.4,15,60,0.7161745429039001,0.6639214952786764,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0140897634828578,0.008636470936921,10.0
relu,0,256,0.075384516565387,0.4,20,60,0.7108407815297445,0.6610108017921448,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0124412711164324,0.0076983828968798,10.0
relu,0,256,0.0544749302678006,0.4,20,60,0.6970196962356567,0.6610111594200134,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.01405935083877,0.0082159598936072,10.0
relu,0,512,0.0578823867380755,0.4,15,60,0.6979894042015076,0.6597986817359924,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.011768062156754,0.008225034622507,10.0
relu,0,512,0.0618776382703011,0.4,15,60,0.7011408805847168,0.6602840622266134,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0073713007684882,0.0084560679135651,10.0
relu,0,512,0.0577930498022784,0.4,20,60,0.6989573240280151,0.6607694427172343,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0025248546105224,0.0108911731083338,10.0
relu,0,512,0.0533074896730188,0.4,20,60,0.6947151819864908,0.6595559120178223,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0079863164275,0.0084825155470115,10.0
relu,0,1024,0.0645336701616741,0.4,15,60,0.7059916456540426,0.6631933450698853,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0136105873550495,0.0065797976532,10.0
relu,0,1024,0.0581592345001489,0.4,15,60,0.6991998553276062,0.6607699791590372,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0046083394670147,0.0111165489767558,10.0
relu,0,1024,0.0571883243435062,0.4,20,60,0.697019080320994,0.6593140165011088,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0103969458427823,0.0091091030434848,10.0
relu,0,1024,0.0613751368881632,0.4,20,60,0.7023527224858602,0.6617384354273478,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0041254316625417,0.0073393349637335,10.0
LeakyReLU,1,64,0.0454853079496397,0.4,15,60,0.6938657959302267,0.6636781891187032,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.010314220952601,0.006404684727804,10.0
LeakyReLU,1,64,0.0410342564380943,0.4,15,60,0.6888934969902039,0.6617395083109537,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0045205765114736,0.0097006308411144,10.0
LeakyReLU,1,64,0.0382186260128879,0.4,20,60,0.6915626923243204,0.6661050717035929,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0157533011774695,0.0122911954172633,10.0
LeakyReLU,1,64,0.0584905749957724,0.4,20,60,0.7042944431304932,0.6653762062390646,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0146985248662452,0.0088648795838858,10.0
LeakyReLU,1,128,0.0616772704227841,0.4,15,60,0.7053851087888082,0.6644063393274943,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.012639913670892,0.0085451298099607,10.0
LeakyReLU,1,128,0.0460683364976427,0.4,15,60,0.693744977315267,0.6631927887598673,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0100875175033065,0.0055622316097526,10.0
LeakyReLU,1,128,0.0533616840011587,0.4,20,60,0.6988376180330912,0.6634355783462524,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0121160779137433,0.0067324079474969,10.0
LeakyReLU,1,128,0.0497957094897536,0.4,20,60,0.7002924084663391,0.6670749386151632,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.012162235346882,0.0122402367510591,10.0
LeakyReLU,1,256,0.0430203721116108,0.4,15,60,0.6907138427098592,0.6622246901194254,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0057555027941354,0.0103501028655161,10.0
LeakyReLU,1,256,0.0556932877112961,0.4,15,60,0.7008983890215555,0.6639223694801331,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0110248946828604,0.0112196638630542,10.0
LeakyReLU,1,256,0.0388016706395241,0.4,20,60,0.688169022401174,0.6624643007914225,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0138550590733432,0.00263552357015,10.0
LeakyReLU,1,256,0.0561152819920623,0.4,20,60,0.7050193746884664,0.6675591071446737,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0139598522642118,0.0098826574828876,10.0
LeakyReLU,1,512,0.0421097357120921,0.4,15,60,0.6901089747746786,0.6622229417165121,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.013322530226002,0.0056006438373317,10.0
LeakyReLU,1,512,0.0375684825704676,0.4,15,60,0.6863485177357992,0.6614970763524374,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0115948120389028,0.010113947396024,10.0
LeakyReLU,1,512,0.035777233616995,0.4,20,60,0.6879252990086874,0.6641633709271749,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.009541522981002,0.0079205678010247,10.0
LeakyReLU,1,512,0.0284237162844346,0.4,20,60,0.6842875878016154,0.6653751532236735,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0041742994894629,0.0053364466042491,10.0
LeakyReLU,1,1024,0.0348731690204118,0.4,15,60,0.6835611462593079,0.6605264941851298,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0122349410172748,0.007993968859417,10.0
LeakyReLU,1,1024,0.0267540367657721,0.4,15,60,0.6791945894559225,0.6614968776702881,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0179456989232027,0.0098724371975787,10.0
LeakyReLU,1,1024,0.0492803503531876,0.4,20,60,0.691804846127828,0.6593136390050253,256,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.00805133552492,0.0067432709785509,10.0
LeakyReLU,1,1024,0.0342929710704313,0.4,20,60,0.687440812587738,0.6646480560302734,256,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0083681256069022,0.0060881012904372,10.0
relu,0,64,0.1120232829876752,0.2,15,60,0.7353293895721436,0.6612535913785299,128,256,512,1024,3,adam,0.0,0.1,1e-07,5,0.0083356282203001,0.0070729942039754,10.0
relu,0,64,0.1093789367864531,0.2,15,60,0.7316964666048685,0.6595550378163656,128,256,512,1024,3,nadam,1.0,0.1,1e-07,5,0.0295937052466291,0.0035968082024769,10.0
relu,0,64,0.1059559456810712,0.2,20,60,0.7289056976636251,0.659072995185852,128,256,512,1024,3,adam,0.0,0.1,1e-07,5,0.0109172584019336,0.0123522742877489,10.0
relu,0,64,0.0693188627989649,0.2,20,60,0.7032030622164408,0.6576177477836609,128,256,512,1024,3,nadam,1.0,0.1,1e-07,5,0.0178496762025956,0.0110342472770846,10.0
relu,0,128,0.111028247398666,0.2,15,60,0.7376367052396139,0.6639225482940674,128,256,512,1024,3,adam,0.0,0.1,1e-07,5,0.0195092855112715,0.0121650402921041,10.0
relu,0,128,0.1047027817052777,0.2,15,60,0.7278125484784445,0.6588310996691386,128,256,512,1024,3,nadam,1.0,0.1,1e-07,5,0.0016748757105286,0.0138545073050684,10.0
relu,0,128,0.0589707961533,0.2,20,60,0.6966546972592672,0.6578601598739624,128,256,512,1024,3,adam,0.0,0.1,1e-07,5,0.0086092865174225,0.0111155882634813,10.0
relu,0,128,0.0982696358409659,0.2,20,60,0.7275682886441549,0.6624678174654642,128,256,512,1024,3,nadam,1.0,0.1,1e-07,5,0.0146708500429012,0.0124609399305549,10.0
relu,0,256,0.0949104255967389,0.2,15,60,0.7147207657496134,0.6527664264043173,128,256,512,1024,3,adam,0.0,0.1,1e-07,5,0.0149079116330762,0.0084019761485525,10.0
relu,0,256,0.0843412028619878,0.2,15,60,0.7138702472050985,0.6583446661631266,128,256,512,1024,3,nadam,1.0,0.1,1e-07,5,0.0128399627669856,0.0096527855980022,10.0
relu,0,256,0.0837872961469814,0.2,20,60,0.711929182211558,0.6568901340166727,128,256,512,1024,3,adam,0.0,0.1,1e-07,5,0.0070611720487265,0.0105322370772961,10.0
relu,0,256,0.0864308742794115,0.2,20,60,0.716298520565033,0.6593134800593058,128,256,512,1024,3,nadam,1.0,0.1,1e-07,5,0.022916421125975,0.0070330853806032,10.0
relu,0,512,0.0988479748599199,0.2,15,60,0.7196908990542094,0.6549503803253174,128,256,512,1024,3,adam,0.0,0.1,1e-07,5,0.0087194662947279,0.0109225889868165,10.0
relu,0,512,0.0935034614141396,0.2,15,60,0.7230848073959351,0.6612551609675089,128,256,512,1024,3,nadam,1.0,0.1,1e-07,5,0.0065589557816223,0.0116069352322314,10.0
relu,0,512,0.0761578986716572,0.2,20,60,0.7092651128768921,0.6590716044108073,128,256,512,1024,3,adam,0.0,0.1,1e-07,5,0.0133372315799844,0.0088317715002378,10.0
relu,0,512,0.0725033600195781,0.2,20,60,0.7084159255027771,0.6605256001154581,128,256,512,1024,3,nadam,1.0,0.1,1e-07,5,0.0160773363844569,0.0053716720385114,10.0
relu,0,1024,0.0739610841402889,0.2,15,60,0.7041715184847513,0.6556769410769144,128,256,512,1024,3,adam,0.0,0.1,1e-07,5,0.0063126505368223,0.0089059994352117,10.0
relu,0,1024,0.0949795670459967,0.2,15,60,0.7198117772738138,0.6573746204376221,128,256,512,1024,3,nadam,1.0,0.1,1e-07,5,0.0121863986605997,0.0091628938151544,10.0
relu,0,1024,0.0712663675437851,0.2,20,60,0.7052619457244873,0.6583441495895386,128,256,512,1024,3,adam,0.0,0.1,1e-07,5,0.0063970200839995,0.0079932428636715,10.0
relu,0,1024,0.0809760631616329,0.2,20,60,0.7056264281272888,0.6527678569157919,128,256,512,1024,3,nadam,1.0,0.1,1e-07,5,0.0136263339650269,0.0103468301096787,10.0
LeakyReLU,1,64,0.0743314090113014,0.2,15,60,0.7096262375513712,0.6605282425880432,128,256,512,1024,3,adam,0.0,0.1,1e-07,5,0.0059660374647736,0.0130926610610576,10.0
LeakyReLU,1,64,0.0885398867486058,0.2,15,60,0.7213876644770304,0.6627112825711569,128,256,512,1024,3,nadam,1.0,0.1,1e-07,5,0.0044131166921121,0.0152899812704492,10.0
LeakyReLU,1,64,0.0897229786987482,0.2,20,60,0.7200558185577393,0.6607696016629537,128,256,512,1024,3,adam,0.0,0.1,1e-07,5,0.0164447197095061,0.0098487402645303,10.0
LeakyReLU,1,64,0.06900578562424,0.2,20,60,0.7118102709452311,0.6658619443575541,128,256,512,1024,3,nadam,1.0,0.1,1e-07,5,0.007926401529143,0.0103853337508589,10.0
LeakyReLU,1,128,0.0800813584793644,0.2,15,60,0.7194482286771139,0.666105588277181,128,256,512,1024,3,adam,0.0,0.1,1e-07,5,0.0065425760722634,0.0139330825431772,10.0
LeakyReLU,1,128,0.0662412132382081,0.2,15,60,0.7122956116994222,0.6680435935656229,128,256,512,1024,3,nadam,1.0,0.1,1e-07,5,0.0100075515525885,0.0085463562522473,10.0
LeakyReLU,1,128,0.0652848425076914,0.2,20,60,0.7062321305274963,0.6629514495531718,128,256,512,1024,3,adam,0.0,0.1,1e-07,5,0.0032426340890999,0.0083357497864195,10.0
LeakyReLU,1,128,0.0614604203599126,0.2,20,60,0.7034421761830648,0.6627116401990255,128,256,512,1024,3,nadam,1.0,0.1,1e-07,5,0.0159985396027867,0.0161798089834077,10.0
LeakyReLU,1,256,0.0753723343465475,0.2,15,60,0.7126589218775431,0.6627089977264404,128,256,512,1024,3,adam,0.0,0.1,1e-07,5,0.0095188146230441,0.0086450037023716,10.0
LeakyReLU,1,256,0.0506211367315343,0.2,15,60,0.6919255256652832,0.6585870981216431,128,256,512,1024,3,nadam,1.0,0.1,1e-07,5,0.0135703461706327,0.009320280004835,10.0
LeakyReLU,1,256,0.0731257547257199,0.2,20,60,0.7116911808649699,0.6631945768992106,128,256,512,1024,3,adam,0.0,0.1,1e-07,5,0.0211199377981946,0.0101746426011159,10.0
LeakyReLU,1,256,0.0641584826106582,0.2,20,60,0.7078079382578532,0.6651339530944824,128,256,512,1024,3,nadam,1.0,0.1,1e-07,5,0.0031216093879543,0.0088830441020734,10.0
LeakyReLU,1,512,0.054324036953148,0.2,15,60,0.6964102586110433,0.6605277260144552,128,256,512,1024,3,adam,0.0,0.1,1e-07,5,0.0159728581346967,0.0127226950338522,10.0
LeakyReLU,1,512,0.0267330622800724,0.2,15,60,0.679679254690806,0.6619824369748434,128,256,512,1024,3,nadam,1.0,0.1,1e-07,5,0.008090530688844,0.0110676561707646,10.0
LeakyReLU,1,512,0.0493417427856372,0.2,20,60,0.698715607325236,0.6658608714739481,128,256,512,1024,3,adam,0.0,0.1,1e-07,5,0.0176591650082139,0.0074102452593189,10.0
LeakyReLU,1,512,0.0537429277717869,0.2,20,60,0.6988367835680643,0.6631947557131449,128,256,512,1024,3,nadam,1.0,0.1,1e-07,5,0.0074439105587562,0.0106932943266085,10.0
LeakyReLU,1,1024,0.0568257054065848,0.2,15,60,0.7011387546857198,0.6634383996327718,128,256,512,1024,3,adam,0.0,0.1,1e-07,5,0.0119634518523126,0.0143699425991123,10.0
LeakyReLU,1,1024,0.0451732077032029,0.2,15,60,0.6928975979487101,0.6629500190416971,128,256,512,1024,3,nadam,1.0,0.1,1e-07,5,0.0186644482466809,0.0041825126808444,10.0
LeakyReLU,1,1024,0.0518486915200519,0.2,20,60,0.696048895517985,0.6617386142412821,128,256,512,1024,3,adam,0.0,0.1,1e-07,5,0.009309874951147,0.0082161537863329,10.0
LeakyReLU,1,1024,0.049501932311616,0.2,20,60,0.6990785598754883,0.6661050717035929,128,256,512,1024,3,nadam,1.0,0.1,1e-07,5,0.0043089249809199,0.0125888225207312,10.0
relu,0,64,0.0940478170173487,0.3,15,60,0.7178729772567749,0.6561623414357504,128,256,512,1024,3,adam,0.0,0.1,1e-07,5,0.0137811336829595,0.0101332480528305,10.0
relu,0,64,0.0918709381656551,0.3,15,60,0.7204165458679199,0.6598000923792521,128,256,512,1024,3,nadam,1.0,0.1,1e-07,5,0.0173482973286703,0.0110669279952861,10.0
relu,0,64,0.0964235039366223,0.3,20,60,0.7210264007250468,0.6576166947682699,128,256,512,1024,3,adam,0.0,0.1,1e-07,5,0.0192977813159211,0.0080807269359206,10.0
relu,0,64,0.0893478872221049,0.3,20,60,0.7169015208880106,0.6581015388170878,128,256,512,1024,3,nadam,1.0,0.1,1e-07,5,0.0073435631667479,0.0076523718789948,10.0
relu,0,128,0.0759106812160432,0.3,15,60,0.7062328855196635,0.6564047535260519,128,256,512,1024,3,adam,0.0,0.1,1e-07,5,0.0089055401864979,0.0093573073795475,10.0
relu,0,128,0.0665906370047082,0.3,15,60,0.7029591997464498,0.6590712269147238,128,256,512,1024,3,nadam,1.0,0.1,1e-07,5,0.0104344213336531,0.0085609179639801,10.0
relu,0,128,0.0981649700680604,0.3,20,60,0.7282981872558594,0.6631956100463867,128,256,512,1024,3,adam,0.0,0.1,1e-07,5,0.0118556294914709,0.0134727507695318,10.0
relu,0,128,0.0711627817133457,0.3,20,60,0.7062334020932516,0.6593147317568461,128,256,512,1024,3,nadam,1.0,0.1,1e-07,5,0.0138334586882853,0.0114846199254225,10.0
