activation,activation_numerical,batch_size,delta_acc,dropout,early_stopping_patience,epochs,mean_train_score,mean_val_score,neurons_1,neurons_2,neurons_3,neurons_4,num_hidden_layers,optimizer,optimizer_numerical,reduce_lr_factor,reduce_lr_min_lr,reduce_lr_patience,std_train_score,std_val_score,weight_contraint
relu,0,512,0.0457745574211393,0.3,20,60,0.6841678619384766,0.6542211771011353,128,256,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0120252791999392,0.0074296832836128,10.0
relu,0,1024,0.0507869062904252,0.3,15,60,0.6922896107037863,0.6588296890258789,128,256,512,1024,2,adam,0.0,0.1,1e-07,5,0.0049608783062836,0.0118289235064781,10.0
relu,0,1024,0.0586688786413226,0.3,15,60,0.6956848502159119,0.6571316719055176,128,256,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0062071837251953,0.0078617620645184,10.0
relu,0,1024,0.0541745774594283,0.3,20,60,0.6911985278129578,0.6556774775187174,128,256,512,1024,2,adam,0.0,0.1,1e-07,5,0.0109305120402428,0.0114835863289014,10.0
relu,0,1024,0.0518117060951081,0.3,20,60,0.6891381740570068,0.6551915804545084,128,256,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0082629177481253,0.0076818364231331,10.0
LeakyReLU,1,64,0.0497454593885098,0.3,15,60,0.6959287722905477,0.6629500190416971,128,256,512,1024,2,adam,0.0,0.1,1e-07,5,0.0248048660516863,0.0065484160828299,10.0
LeakyReLU,1,64,0.0570770786700238,0.3,15,60,0.7005347013473511,0.6627091964085897,128,256,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0198167318960765,0.0093633769333152,10.0
LeakyReLU,1,64,0.0536222187752264,0.3,20,60,0.6979897022247314,0.6624667644500732,128,256,512,1024,2,adam,0.0,0.1,1e-07,5,0.0168527749782727,0.0094488238810186,10.0
LeakyReLU,1,64,0.0621795717832094,0.3,20,60,0.7021116216977438,0.6610102852185568,128,256,512,1024,2,nadam,1.0,0.1,1e-07,5,0.011793300333623,0.0047521249523003,10.0
LeakyReLU,1,128,0.0408362123962054,0.3,15,60,0.6890162229537964,0.661983331044515,128,256,512,1024,2,adam,0.0,0.1,1e-07,5,0.0103358481926375,0.013810114164311,10.0
LeakyReLU,1,128,0.0567251962998019,0.3,15,60,0.7023520270983378,0.6646496454874674,128,256,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0104029971553543,0.0107922680115224,10.0
LeakyReLU,1,128,0.0531710505350596,0.3,20,60,0.6964131395022074,0.6612535913785299,128,256,512,1024,2,adam,0.0,0.1,1e-07,5,0.0113432674213858,0.0089245233879424,10.0
LeakyReLU,1,128,0.0539008395013338,0.3,20,60,0.6991986632347107,0.6634387572606405,128,256,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0118940102985409,0.0151512310822273,10.0
LeakyReLU,1,256,0.0543366853277263,0.3,15,60,0.7010188102722168,0.6648908456166586,128,256,512,1024,2,adam,0.0,0.1,1e-07,5,0.0081898313672686,0.0070741841345146,10.0
LeakyReLU,1,256,0.0540902799092438,0.3,15,60,0.6993221044540405,0.6634366313616434,128,256,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0072318128371488,0.0090961753759573,10.0
LeakyReLU,1,256,0.0363016432429884,0.3,20,60,0.6852583686510721,0.6612537701924642,128,256,512,1024,2,adam,0.0,0.1,1e-07,5,0.0087323510171375,0.0080012019012742,10.0
LeakyReLU,1,256,0.05202773821811,0.3,20,60,0.691320558389028,0.6571314930915833,128,256,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0094797667458458,0.0077333477478751,10.0
LeakyReLU,1,512,0.0357651505959593,0.3,15,60,0.6811357140541077,0.6576159795125326,128,256,512,1024,2,adam,0.0,0.1,1e-07,5,0.0067321019922618,0.0062413743346644,10.0
LeakyReLU,1,512,0.0378236898096409,0.3,15,60,0.6852580706278483,0.6602837045987447,128,256,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0072432683571176,0.0071854248881959,10.0
LeakyReLU,1,512,0.0416514558197475,0.3,20,60,0.6882894237836202,0.6607674956321716,128,256,512,1024,2,adam,0.0,0.1,1e-07,5,0.0090139572124596,0.004360431222457,10.0
LeakyReLU,1,512,0.0338455382230065,0.3,20,60,0.6813778678576151,0.6590712467829386,128,256,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0088050745905837,0.0070722336176922,10.0
LeakyReLU,1,1024,0.0377506994377186,0.3,15,60,0.6831970810890198,0.6583441297213236,128,256,512,1024,2,adam,0.0,0.1,1e-07,5,0.0068906293354558,0.0080810031327711,10.0
LeakyReLU,1,1024,0.0394369566120149,0.3,15,60,0.6838029026985168,0.6578589479128519,128,256,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0047769838871413,0.0075490159769852,10.0
LeakyReLU,1,1024,0.0301552452010275,0.3,20,60,0.6791954239209493,0.6593136588732401,128,256,512,1024,2,adam,0.0,0.1,1e-07,5,0.0039567051572985,0.0069745974554966,10.0
LeakyReLU,1,1024,0.0318242962948587,0.3,20,60,0.6760427554448446,0.6551917394002279,128,256,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0061131228875866,0.0082714538231242,10.0
relu,0,64,0.0712674270445501,0.4,15,60,0.7088995973269144,0.6617391506830851,128,256,512,1024,2,adam,0.0,0.1,1e-07,5,0.006253001168962,0.0088773583681075,10.0
relu,0,64,0.0639076406139476,0.4,15,60,0.7063526312510172,0.6639228860537211,128,256,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0067014427359369,0.0127509122932784,10.0
relu,0,64,0.0559435388229291,0.4,20,60,0.6933817863464355,0.6566466490427653,128,256,512,1024,2,adam,0.0,0.1,1e-07,5,0.0093761243376657,0.0076518695549338,10.0
relu,0,64,0.0653053927975349,0.4,20,60,0.7021115819613138,0.6590707103411356,128,256,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0121045957407496,0.0055008971702825,10.0
relu,0,128,0.0645590459842464,0.4,15,60,0.7036859591801962,0.6610116759936014,128,256,512,1024,2,adam,0.0,0.1,1e-07,5,0.0057957901034144,0.009227686850076,10.0
relu,0,128,0.0643761774752707,0.4,15,60,0.7035650809605917,0.6610116759936014,128,256,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0107629534074332,0.009227686850076,10.0
relu,0,128,0.046695027157156,0.4,20,60,0.6956847508748373,0.6646489500999451,128,256,512,1024,2,adam,0.0,0.1,1e-07,5,0.0064985413353721,0.0099990781913124,10.0
relu,0,128,0.0784260417151618,0.4,20,60,0.7152049740155538,0.6631933450698853,128,256,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0075284339556952,0.0066331732459688,10.0
relu,0,256,0.0457001400583595,0.4,15,60,0.6935022672017416,0.6631941994031271,128,256,512,1024,2,adam,0.0,0.1,1e-07,5,0.0074350602395,0.0093175285313299,10.0
relu,0,256,0.0670201195849881,0.4,15,60,0.7006557583808899,0.6566471854845682,128,256,512,1024,2,nadam,1.0,0.1,1e-07,5,0.014162523603889,0.0100438920719053,10.0
relu,0,256,0.0628638485209623,0.4,20,60,0.7051418821016947,0.6634357571601868,128,256,512,1024,2,adam,0.0,0.1,1e-07,5,0.0118275049432638,0.0066449342271972,10.0
relu,0,256,0.0664655766102352,0.4,20,60,0.7041706045468649,0.660284419854482,128,256,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0006674640366896,0.0092214259766164,10.0
relu,0,512,0.0564779697744724,0.4,15,60,0.6916834115982056,0.6547068953514099,128,256,512,1024,2,adam,0.0,0.1,1e-07,5,0.0034915730650896,0.0088304320824983,10.0
relu,0,512,0.0469982857702014,0.4,15,60,0.6887762546539307,0.6578580538431803,128,256,512,1024,2,nadam,1.0,0.1,1e-07,5,0.019197438094864,0.0047222047078146,10.0
relu,0,512,0.0472162268582071,0.4,20,60,0.6884118715922037,0.6573731899261475,128,256,512,1024,2,adam,0.0,0.1,1e-07,5,0.0149837235099355,0.0050625173557496,10.0
relu,0,512,0.050108138340313,0.4,20,60,0.6936240593592325,0.6605263153711954,128,256,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0090120265891947,0.0074533966091823,10.0
relu,0,1024,0.0489965131100179,0.4,15,60,0.6878033876419067,0.6556774775187174,128,256,512,1024,2,adam,0.0,0.1,1e-07,5,0.0026610699535181,0.0106718859900197,10.0
relu,0,1024,0.045484073494241,0.4,15,60,0.6827114621798197,0.6530099113782247,128,256,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0035220621846576,0.0091614077574635,10.0
relu,0,1024,0.0451799836980949,0.4,20,60,0.681499203046163,0.6520400444666544,128,256,512,1024,2,adam,0.0,0.1,1e-07,5,0.0038998512801689,0.0094309045629874,10.0
relu,0,1024,0.043161229737825,0.4,20,60,0.6827115813891093,0.6544641057650248,128,256,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0042592200304693,0.0070846042556912,10.0
LeakyReLU,1,64,0.0415867846747393,0.4,15,60,0.6892587542533875,0.6617391506830851,128,256,512,1024,2,adam,0.0,0.1,1e-07,5,0.0080510724408285,0.009227923362701,10.0
LeakyReLU,1,64,0.0408669311593885,0.4,15,60,0.6855006217956543,0.6585862239201864,128,256,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0073787312859976,0.0067430180974599,10.0
LeakyReLU,1,64,0.0207017762878925,0.4,20,60,0.6754372517267863,0.6617380976676941,128,256,512,1024,2,adam,0.0,0.1,1e-07,5,0.0128389314340793,0.0071109701533907,10.0
LeakyReLU,1,64,0.0395738522936712,0.4,20,60,0.6879259745279948,0.6617384354273478,128,256,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0094905401724634,0.0068933852146682,10.0
LeakyReLU,1,128,0.0404529410706447,0.4,15,60,0.6859852075576782,0.6593140165011088,128,256,512,1024,2,adam,0.0,0.1,1e-07,5,0.0075376135120842,0.0083200736711629,10.0
LeakyReLU,1,128,0.0352023601485404,0.4,15,60,0.6845310727755228,0.6612533926963806,128,256,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0086662500857082,0.0066442033584971,10.0
LeakyReLU,1,128,0.0317483381302898,0.4,20,60,0.6854997674624125,0.6644059816996256,128,256,512,1024,2,adam,0.0,0.1,1e-07,5,0.0015817477663502,0.0073139518090117,10.0
LeakyReLU,1,128,0.0382059035282353,0.4,20,60,0.6885316173235575,0.6631937026977539,128,256,512,1024,2,nadam,1.0,0.1,1e-07,5,0.008858166510271,0.0077457052403028,10.0
LeakyReLU,1,256,0.0277369935950037,0.4,15,60,0.6783483227094015,0.6600407759348551,128,256,512,1024,2,adam,0.0,0.1,1e-07,5,0.0136160683546502,0.0074312172613961,10.0
LeakyReLU,1,256,0.0312053969000797,0.4,15,60,0.6811368465423584,0.6605249047279358,128,256,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0133320778875436,0.0037621299870836,10.0
LeakyReLU,1,256,0.0233003326647323,0.4,20,60,0.6761634151140848,0.6607673168182373,128,256,512,1024,2,adam,0.0,0.1,1e-07,5,0.0093924099114016,0.0045321332940254,10.0
LeakyReLU,1,256,0.02588908965897,0.4,20,60,0.6773775021235148,0.660283366839091,128,256,512,1024,2,nadam,1.0,0.1,1e-07,5,0.013349417805943,0.0067460775777527,10.0
LeakyReLU,1,512,0.0232800790559983,0.4,15,60,0.6714372833569845,0.6561617851257324,128,256,512,1024,2,adam,0.0,0.1,1e-07,5,0.0105531186380623,0.0082101166084441,10.0
LeakyReLU,1,512,0.0334630076989477,0.4,15,60,0.6813775499661764,0.6593148907025655,128,256,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0025569199905932,0.0103831221979686,10.0
LeakyReLU,1,512,0.0193445543679836,0.4,20,60,0.6708320577939352,0.6581013798713684,128,256,512,1024,2,adam,0.0,0.1,1e-07,5,0.0163894183747922,0.0071106923863084,10.0
LeakyReLU,1,512,0.03231336772383,0.4,20,60,0.6816206177075704,0.6602845986684164,128,256,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0069294512025646,0.0097725736815425,10.0
LeakyReLU,1,1024,0.0264710189109735,0.4,15,60,0.672285238901774,0.654948095480601,128,256,512,1024,2,adam,0.0,0.1,1e-07,5,0.0070784776529815,0.0061005810177251,10.0
LeakyReLU,1,1024,0.034505027261173,0.4,15,60,0.6760436097780863,0.6534947554270426,128,256,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0054629579474713,0.0092867221093804,10.0
LeakyReLU,1,1024,0.0328714808520126,0.4,20,60,0.6742249131202698,0.6527674794197083,128,256,512,1024,2,adam,0.0,0.1,1e-07,5,0.0051353434362618,0.0100816981610666,10.0
LeakyReLU,1,1024,0.0232350482398687,0.4,20,60,0.6726485888163248,0.6573744614919027,128,256,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0038731383319676,0.0103094960907213,10.0
relu,0,64,0.1174376476952746,0.2,15,60,0.7348466515541077,0.6576175888379415,128,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0110824998605875,0.0106655803141885,10.0
relu,0,64,0.1151665442370397,0.2,15,60,0.7395733793576559,0.6631954511006674,128,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0298589399272579,0.0127506729592822,10.0
relu,0,64,0.0922377100191137,0.2,20,60,0.7278100450833639,0.6663476626078287,128,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0217854695622365,0.0125767600851458,10.0
relu,0,64,0.0893628244724647,0.2,20,60,0.7153264482816061,0.6566466490427653,128,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0087916784666776,0.0076518695549338,10.0
relu,0,128,0.0951825290262906,0.2,15,60,0.7226003805796305,0.6597990393638611,128,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0060140104699187,0.0079495104617485,10.0
relu,0,128,0.1005108538406765,0.2,15,60,0.7274501522382101,0.6610113382339478,128,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0260197221842752,0.0076071494661193,10.0
relu,0,128,0.0800878553471385,0.2,20,60,0.7144757310549418,0.6614977916081747,128,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0031729577557302,0.012411486660383,10.0
relu,0,128,0.108057796161629,0.2,20,60,0.7335136334101359,0.6619813839594523,128,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0172069331670784,0.0079944714723417,10.0
relu,0,256,0.0899691146556348,0.2,15,60,0.7196903824806213,0.6602851152420044,128,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0056697605737563,0.011451716079472,10.0
relu,0,256,0.0863931900491732,0.2,15,60,0.7165383895238241,0.6595571438471476,128,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.006338707175308,0.010196113877452,10.0
relu,0,256,0.0802614595584348,0.2,20,60,0.7114460666974386,0.6585869193077087,128,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0068025641635503,0.0089795434927904,10.0
relu,0,256,0.0806068925313791,0.2,20,60,0.7150806387265524,0.6617398460706075,128,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0111658055779911,0.01069280212731,10.0
relu,0,512,0.0786387385541567,0.2,15,60,0.7101145386695862,0.6583432555198669,128,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0177406855914004,0.0056586266386435,10.0
relu,0,512,0.0624094786534274,0.2,15,60,0.7038092811902364,0.6624651749928793,128,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0177831989322924,0.0045245514110405,10.0
relu,0,512,0.0797507569695068,0.2,20,60,0.7139905889829,0.6612550020217896,128,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0049758668644909,0.0110355112247452,10.0
relu,0,512,0.0724977440600263,0.2,20,60,0.7120535175005595,0.6639207601547241,128,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0135447046551727,0.0076227945656852,10.0
relu,0,1024,0.0723222090328179,0.2,15,60,0.7046570777893066,0.6571318507194519,128,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0088069514387415,0.0097023064679736,10.0
relu,0,1024,0.0810944630829247,0.2,15,60,0.7143551309903463,0.660770316918691,128,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0102859734107699,0.0119036734988537,10.0
relu,0,1024,0.0729040137998718,0.2,20,60,0.7047794858614603,0.6568895975748698,128,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0231480235313405,0.0093614649648722,10.0
relu,0,1024,0.080584507362677,0.2,20,60,0.7153262694676717,0.6619808673858643,128,512,512,1024,2,nadam,1.0,0.1,1e-07,5,0.0077645390738211,0.0065104174861819,10.0
LeakyReLU,1,64,0.0620179720665052,0.2,15,60,0.6996872822443644,0.6588280995686849,128,512,512,1024,2,adam,0.0,0.1,1e-07,5,0.0159615725885745,0.0051664163932145,10.0
