num_hidden_layers,units_1,units_2,units_3,units_4,dropout_rate,activation_function,batch_size,early_stopping_patience,reduce_lr_factor,reduce_lr_patience,reduce_lr_min_lr,optimizer,best_val_accuracy,val_accuracy_std,best_val_loss,val_loss_std,best_train_accuracy,train_accuracy_std,best_train_loss,train_loss_std,delta_acc
2,128,256,512,1024,0.2,LeakyReLU,64,15,0.1,5,1e-07,adam,0.6651350061098734,0.012023067840074644,0.911639670530955,0.010741283805286779,0.7022314667701721,0.010593176088058352,0.7879798809687296,0.02489557454446081,0.05577282855290096
2,128,256,512,1024,0.2,LeakyReLU,64,15,0.1,5,1e-07,nadam,0.6612546443939209,0.010353288510781048,0.9186867872873942,0.0065298438805240595,0.711083173751831,0.019098492910541106,0.7588397860527039,0.04799628453345964,0.07535452458497431
2,128,256,512,1024,0.2,LeakyReLU,64,20,0.1,5,1e-07,adam,0.6629517873128256,0.009321781704522856,0.9172910650571188,0.00478358838374215,0.7052625219027201,0.004951915972298623,0.7746711572011312,0.003039101293615779,0.06382173696430427
2,128,256,512,1024,0.2,LeakyReLU,64,20,0.1,5,1e-07,nadam,0.6619817415873209,0.009095676395286497,0.9179021120071411,0.004075399280402247,0.7042941649754842,0.021705216913933966,0.7854745388031006,0.05299640696831516,0.06391781031105971
2,128,256,512,1024,0.2,LeakyReLU,128,15,0.1,5,1e-07,adam,0.6670740445454916,0.00994359851289818,0.9115930795669556,0.004503280094963107,0.7053853670756022,0.014413895431816768,0.7842019399007162,0.031391790251677244,0.05743188907344443
2,128,256,512,1024,0.2,LeakyReLU,128,15,0.1,5,1e-07,nadam,0.6663459142049154,0.007642232108130422,0.9181723395983378,0.004100390525316153,0.6941098570823669,0.0157721630949977,0.8023362755775452,0.038319396779665706,0.041665961005522945
2,128,256,512,1024,0.2,LeakyReLU,128,20,0.1,5,1e-07,adam,0.6670758326848348,0.014647099453530446,0.9124590158462524,0.011044833024878891,0.7047767837842306,0.0019282564088980599,0.7747051119804382,0.009442085066648655,0.05651673955516817
2,128,256,512,1024,0.2,LeakyReLU,128,20,0.1,5,1e-07,nadam,0.6607685486475626,0.006769855675758816,0.9110336701075236,0.00244831399741426,0.7010200222333273,0.012812375850174043,0.7867168386777242,0.028860318983828123,0.06091614630894572
2,128,256,512,1024,0.2,LeakyReLU,256,15,0.1,5,1e-07,adam,0.6627095540364584,0.010353757284521817,0.9138973553975424,0.004190247208553957,0.6964132388432821,0.013940323617523192,0.7975813945134481,0.03255860182168911,0.050857399899458144
2,128,256,512,1024,0.2,LeakyReLU,256,15,0.1,5,1e-07,nadam,0.6588272253672282,0.003629058503193764,0.9174055854479471,0.008522017435397463,0.6936253110567728,0.015452818145380128,0.8116724689801534,0.03455941399102573,0.052818226614949525
2,128,256,512,1024,0.2,LeakyReLU,256,20,0.1,5,1e-07,adam,0.6653755108515421,0.0060883693211463575,0.9138652483622233,0.004549159618233924,0.7073242465655009,0.010262235186966333,0.7780832052230835,0.018237728442844423,0.06304520534618578
2,128,256,512,1024,0.2,LeakyReLU,256,20,0.1,5,1e-07,nadam,0.6653785109519958,0.015300818281215977,0.9152910510698954,0.013833261944522002,0.6922884980837504,0.004749199412469301,0.8026236097017924,0.01904513463689555,0.04044312626395588
2,128,256,512,1024,0.2,LeakyReLU,512,15,0.1,5,1e-07,adam,0.6614958445231119,0.007328341363921656,0.9222647945086161,0.0014983545178277606,0.6885324319203695,0.014476040847111335,0.8250741958618164,0.028663551981764082,0.04087189303018053
2,128,256,512,1024,0.2,LeakyReLU,512,15,0.1,5,1e-07,nadam,0.6612521807352701,0.0038699971423094663,0.9186602830886841,0.004465871758430637,0.6844116648038229,0.020804988978879908,0.8279858231544495,0.041205401474246874,0.0350236789280617
2,128,256,512,1024,0.2,LeakyReLU,512,20,0.1,5,1e-07,adam,0.6614965399106344,0.008907855431913764,0.9166976014773051,0.0074586605878930205,0.6902287801106771,0.005745881966601265,0.8141186038653055,0.010936940661654933,0.043435208601279064
2,128,256,512,1024,0.2,LeakyReLU,512,20,0.1,5,1e-07,nadam,0.6610120336214701,0.010402020884712147,0.9229098359743754,0.009853006385948944,0.6838025053342184,0.004957601771529018,0.834611694018046,0.010396456538572197,0.03447814949432417
2,128,256,512,1024,0.2,LeakyReLU,1024,15,0.1,5,1e-07,adam,0.6595550179481506,0.004776027792428059,0.9258204897244772,0.0026788629095045326,0.6753160754839579,0.01070065815581874,0.8520131309827169,0.030877795447379792,0.023896501591086784
2,128,256,512,1024,0.2,LeakyReLU,1024,15,0.1,5,1e-07,nadam,0.6593138376871744,0.007549502194979825,0.9170076052347819,0.009435352079069509,0.6910774906476339,0.0066025069922253975,0.8126137653986613,0.013952432450539039,0.04817683346656894
2,128,256,512,1024,0.2,LeakyReLU,1024,20,0.1,5,1e-07,adam,0.6619819204012553,0.009506803844965264,0.9150626262029012,0.008545674954197977,0.6939870119094849,0.006000265439991205,0.8073383172353109,0.011164057518864486,0.04834738007471559
2,128,256,512,1024,0.2,LeakyReLU,1024,20,0.1,5,1e-07,nadam,0.6612548033396403,0.010533751950745514,0.9215231537818909,0.015577891420692026,0.6878036856651306,0.008598248723089296,0.8194214900334676,0.012878841091983841,0.04014924684313265
2,128,256,512,1024,0.3,relu,64,15,0.1,5,1e-07,adam,0.6651341517766317,0.011552280825258976,0.9189441601435343,0.009519296186680255,0.7145975430806478,0.009212168800209537,0.7538994749387106,0.022253489704605722,0.07436603754580193
2,128,256,512,1024,0.3,relu,64,15,0.1,5,1e-07,nadam,0.6593129436175028,0.004833409350378183,0.922595739364624,0.009650567473781409,0.696410596370697,0.00522726160864996,0.7868872284889221,0.01171079675869429,0.05626713856040453
2,128,256,512,1024,0.3,relu,64,20,0.1,5,1e-07,adam,0.6631938616434733,0.009404622943823562,0.9237350225448608,0.01166332875795109,0.6976243257522583,0.011547543160743804,0.7980231841405233,0.024834928448397277,0.05191613810095022
2,128,256,512,1024,0.3,relu,64,20,0.1,5,1e-07,nadam,0.6619815627733866,0.008542187439492952,0.9092876513799032,0.007237935958695111,0.7143561641375223,0.007314598542749768,0.7502724130948385,0.0034029089213767757,0.07911791552730135
2,128,256,512,1024,0.3,relu,128,15,0.1,5,1e-07,adam,0.6585877935091654,0.01140841952590921,0.9278044899304708,0.010386024915256793,0.6848936676979065,0.0021948821665158844,0.8246009151140848,0.003648485966017562,0.03994285112479084
2,128,256,512,1024,0.3,relu,128,15,0.1,5,1e-07,nadam,0.6644068559010824,0.010114930632366974,0.9137298663457235,0.009237959115471104,0.7182351549466451,0.006082747079272673,0.7406022151311239,0.00807681471624605,0.08101707345051352
2,128,256,512,1024,0.3,relu,128,20,0.1,5,1e-07,adam,0.6614961822827657,0.007734766817767601,0.9127607345581055,0.0074664580908501005,0.7136307160059611,0.019363022807595182,0.7485346595446268,0.03742154683190467,0.07881305307505114
2,128,256,512,1024,0.3,relu,128,20,0.1,5,1e-07,nadam,0.6619805097579956,0.0056598267661788545,0.9110465049743652,0.006936583063978085,0.7156917055447897,0.018027458394419018,0.7544464071591696,0.040639129600383614,0.08113712563294288
2,128,256,512,1024,0.3,relu,256,15,0.1,5,1e-07,adam,0.6610109806060791,0.0079391755671959,0.91817839940389,0.008254703062551438,0.7114455699920654,0.009461881752666093,0.7583162983258566,0.024809605747425408,0.07629917030991376
2,128,256,512,1024,0.3,relu,256,15,0.1,5,1e-07,nadam,0.6624664266904196,0.008138066345145557,0.9114687045415243,0.003442343513467442,0.7173879543940226,0.014181998418850383,0.74629145860672,0.032086915992141994,0.08290462050731015
2,128,256,512,1024,0.3,relu,256,20,0.1,5,1e-07,adam,0.6568885445594788,0.007037783129780086,0.9201067686080933,0.0061098810680036515,0.7090216477711996,0.009049431954978017,0.7720927000045776,0.02055290594166953,0.07936369669329858
2,128,256,512,1024,0.3,relu,256,20,0.1,5,1e-07,nadam,0.6578598221143087,0.01045558907691531,0.9241103331247965,0.016130457531647865,0.6971383492151896,0.009282234525035621,0.7954303820927938,0.02448714661310727,0.05970652984193932
2,128,256,512,1024,0.3,relu,512,15,0.1,5,1e-07,adam,0.6581022342046102,0.010635758627936549,0.9183606108029684,0.003600898699081916,0.7011429071426392,0.01899625428448845,0.7932321230570475,0.042524701480993986,0.06540119559090751
2,128,256,512,1024,0.3,relu,512,15,0.1,5,1e-07,nadam,0.6619822780291239,0.011104359264839105,0.9230284690856934,0.010642533104073546,0.6908344030380249,0.0023228998155976443,0.8043031692504883,0.012650094238583636,0.043584437176778394
2,128,256,512,1024,0.3,relu,512,20,0.1,5,1e-07,adam,0.6547082861264547,0.012660974853703905,0.9211041529973348,0.01110050794231634,0.6977468132972717,0.011015115150835406,0.7930973569552103,0.019287202497781646,0.06573695198735315
2,128,256,512,1024,0.3,relu,512,20,0.1,5,1e-07,nadam,0.6542211771011353,0.007429683283612897,0.9239484071731567,0.008553625053330417,0.6841678619384766,0.012025279199939292,0.829014519850413,0.022638367922347295,0.045774557421139374
2,128,256,512,1024,0.3,relu,1024,15,0.1,5,1e-07,adam,0.6588296890258789,0.011828923506478196,0.9236148595809937,0.014641612838267284,0.6922896107037863,0.004960878306283632,0.8080575664838155,0.01417448804983812,0.05078690629042529
2,128,256,512,1024,0.3,relu,1024,15,0.1,5,1e-07,nadam,0.6571316719055176,0.00786176206451848,0.9216570059458414,0.006148445957292576,0.6956848502159119,0.006207183725195316,0.8011350234349569,0.008902586990535748,0.05866887864132268
2,128,256,512,1024,0.3,relu,1024,20,0.1,5,1e-07,adam,0.6556774775187174,0.01148358632890147,0.9283697803815206,0.021825772467157875,0.6911985278129578,0.010930512040242837,0.8197240432103475,0.023773720415574864,0.05417457745942836
2,128,256,512,1024,0.3,relu,1024,20,0.1,5,1e-07,nadam,0.6551915804545084,0.0076818364231331674,0.9256420731544495,0.011157154628811946,0.6891381740570068,0.00826291774812537,0.815175195535024,0.012084251626088624,0.05181170609510817
2,128,256,512,1024,0.3,LeakyReLU,64,15,0.1,5,1e-07,adam,0.6629500190416971,0.00654841608282996,0.9123595555623373,0.005660032098084012,0.6959287722905477,0.02480486605168632,0.8019178907076517,0.051904603754274255,0.049745459388509855
2,128,256,512,1024,0.3,LeakyReLU,64,15,0.1,5,1e-07,nadam,0.6627091964085897,0.00936337693331522,0.9134257435798645,0.0067440175228792535,0.7005347013473511,0.01981673189607651,0.7855784296989441,0.041741286403415685,0.05707707867002384
2,128,256,512,1024,0.3,LeakyReLU,64,20,0.1,5,1e-07,adam,0.6624667644500732,0.009448823881018635,0.9167955120404562,0.0018808165825902547,0.6979897022247314,0.01685277497827274,0.7919912934303284,0.04226635025311416,0.0536222187752264
2,128,256,512,1024,0.3,LeakyReLU,64,20,0.1,5,1e-07,nadam,0.6610102852185568,0.004752124952300388,0.9143781463305155,0.0029413095122445255,0.7021116216977438,0.011793300333623085,0.7833093404769897,0.021311332192414784,0.062179571783209465
2,128,256,512,1024,0.3,LeakyReLU,128,15,0.1,5,1e-07,adam,0.661983331044515,0.013810114164311096,0.9142923355102539,0.007018838952657624,0.6890162229537964,0.01033584819263754,0.8052585323651632,0.025827592161064197,0.04083621239620541
2,128,256,512,1024,0.3,LeakyReLU,128,15,0.1,5,1e-07,nadam,0.6646496454874674,0.010792268011522428,0.9110015432039896,0.002834464758239412,0.7023520270983378,0.010402997155354348,0.785773515701294,0.02711654262772838,0.056725196299801946
2,128,256,512,1024,0.3,LeakyReLU,128,20,0.1,5,1e-07,adam,0.6612535913785299,0.00892452338794247,0.9179267485936483,0.0011201877337165393,0.6964131395022074,0.011343267421385866,0.7972217798233032,0.012965452603510263,0.05317105053505965
2,128,256,512,1024,0.3,LeakyReLU,128,20,0.1,5,1e-07,nadam,0.6634387572606405,0.015151231082227384,0.9119020899136862,0.010393401295561436,0.6991986632347107,0.011894010298540928,0.7888769706090292,0.03040471326999028,0.05390083950133388
2,128,256,512,1024,0.3,LeakyReLU,256,15,0.1,5,1e-07,adam,0.6648908456166586,0.007074184134514603,0.9155277013778687,0.0028175285235918363,0.7010188102722168,0.008189831367268629,0.7903377612431844,0.0174928065350505,0.054336685327726314
2,128,256,512,1024,0.3,LeakyReLU,256,15,0.1,5,1e-07,nadam,0.6634366313616434,0.009096175375957373,0.9096731742223104,0.006146100788927856,0.6993221044540405,0.00723181283714885,0.791550894578298,0.012486598972031108,0.0540902799092438
2,128,256,512,1024,0.3,LeakyReLU,256,20,0.1,5,1e-07,adam,0.6612537701924642,0.008001201901274254,0.9209848642349243,0.0026684209886873285,0.6852583686510721,0.008732351017137544,0.8298445343971252,0.009205417151785453,0.036301643242988464
2,128,256,512,1024,0.3,LeakyReLU,256,20,0.1,5,1e-07,nadam,0.6571314930915833,0.0077333477478751834,0.9206876158714294,0.007290826355024439,0.691320558389028,0.009479766745845868,0.8180192708969116,0.01508050392809098,0.05202773821811007
2,128,256,512,1024,0.3,LeakyReLU,512,15,0.1,5,1e-07,adam,0.6576159795125326,0.006241374334664488,0.9202357133229574,0.007054631608181519,0.6811357140541077,0.006732101992261853,0.8410377502441406,0.012872614576418138,0.035765150595959395
2,128,256,512,1024,0.3,LeakyReLU,512,15,0.1,5,1e-07,nadam,0.6602837045987447,0.00718542488819592,0.9184636076291403,0.0030501632779840987,0.6852580706278483,0.007243268357117625,0.8247867027918497,0.013992908844795409,0.03782368980964096
2,128,256,512,1024,0.3,LeakyReLU,512,20,0.1,5,1e-07,adam,0.6607674956321716,0.004360431222457016,0.9175105293591818,0.0027067173165410386,0.6882894237836202,0.009013957212459641,0.8221157391866049,0.025260583300778423,0.04165145581974752
2,128,256,512,1024,0.3,LeakyReLU,512,20,0.1,5,1e-07,nadam,0.6590712467829386,0.0070722336176922305,0.920688251654307,0.0031444685260055547,0.6813778678576151,0.008805074590583713,0.8382727901140848,0.017630798205032997,0.033845538223006524
2,128,256,512,1024,0.3,LeakyReLU,1024,15,0.1,5,1e-07,adam,0.6583441297213236,0.008081003132771198,0.9207149744033813,0.004289251642042761,0.6831970810890198,0.006890629335455899,0.8361391027768453,0.015717755890956562,0.03775069943771868
2,128,256,512,1024,0.3,LeakyReLU,1024,15,0.1,5,1e-07,nadam,0.6578589479128519,0.00754901597698526,0.9174591302871704,0.00537281543063275,0.6838029026985168,0.00477698388714139,0.8280815283457438,0.007954802003040969,0.0394369566120149
2,128,256,512,1024,0.3,LeakyReLU,1024,20,0.1,5,1e-07,adam,0.6593136588732401,0.00697459745549662,0.9211299022038778,0.00827427440633197,0.6791954239209493,0.003956705157298585,0.8489386240641276,0.009390432837334076,0.030155245201027598
2,128,256,512,1024,0.3,LeakyReLU,1024,20,0.1,5,1e-07,nadam,0.6551917394002279,0.008271453823124213,0.923342247804006,0.005466219133220845,0.6760427554448446,0.006113122887586607,0.8476352095603943,0.01708313491606152,0.0318242962948587
2,128,256,512,1024,0.4,relu,64,15,0.1,5,1e-07,adam,0.6617391506830851,0.008877358368107543,0.9098660151163737,0.0029610649633568307,0.7088995973269144,0.006253001168962038,0.7633186380068461,0.012222849876712141,0.07126742704455015
2,128,256,512,1024,0.4,relu,64,15,0.1,5,1e-07,nadam,0.6639228860537211,0.012750912293278432,0.9156386852264404,0.007018550721357326,0.7063526312510172,0.006701442735936965,0.7684678037961324,0.025487891027495355,0.06390764061394769
2,128,256,512,1024,0.4,relu,64,20,0.1,5,1e-07,adam,0.6566466490427653,0.0076518695549338675,0.9253118435541788,0.010608192329949345,0.6933817863464355,0.009376124337665711,0.8057873050371805,0.029305471190114014,0.05594353882292917
2,128,256,512,1024,0.4,relu,64,20,0.1,5,1e-07,nadam,0.6590707103411356,0.0055008971702825505,0.9203774730364481,0.007661785409646447,0.7021115819613138,0.012104595740749685,0.7865452369054159,0.022960840679226324,0.06530539279753492
2,128,256,512,1024,0.4,relu,128,15,0.1,5,1e-07,adam,0.6610116759936014,0.009227686850076017,0.9168111681938171,0.006473902391195673,0.7036859591801962,0.0057957901034144475,0.7828894456227621,0.02203097429323773,0.06455904598424643
2,128,256,512,1024,0.4,relu,128,15,0.1,5,1e-07,nadam,0.6610116759936014,0.009227686850076017,0.9159847696622213,0.003536898124596436,0.7035650809605917,0.010762953407433292,0.7772312164306641,0.025402300231376684,0.06437617747527072
2,128,256,512,1024,0.4,relu,128,20,0.1,5,1e-07,adam,0.6646489500999451,0.009999078191312481,0.9191566705703735,0.00707716330576293,0.6956847508748373,0.006498541335372145,0.7921098073323568,0.017276502983625732,0.04669502715715607
2,128,256,512,1024,0.4,relu,128,20,0.1,5,1e-07,nadam,0.6631933450698853,0.006633173245968876,0.9097935557365417,0.0040350007335688545,0.7152049740155538,0.00752843395569523,0.7485323349634806,0.01356326036024833,0.07842604171516189
2,128,256,512,1024,0.4,relu,256,15,0.1,5,1e-07,adam,0.6631941994031271,0.009317528531329923,0.916122039159139,0.005618554547582367,0.6935022672017416,0.007435060239500002,0.7959956526756287,0.01706608009927497,0.0457001400583595
2,128,256,512,1024,0.4,relu,256,15,0.1,5,1e-07,nadam,0.6566471854845682,0.010043892071905333,0.9203994671503702,0.003530640139752383,0.7006557583808899,0.014162523603889025,0.7870613733927408,0.04155233831322454,0.06702011958498814
2,128,256,512,1024,0.4,relu,256,20,0.1,5,1e-07,adam,0.6634357571601868,0.00664493422719722,0.9150772492090861,0.0055575930893687064,0.7051418821016947,0.011827504943263872,0.7744031349817911,0.03369392113378218,0.06286384852096234
2,128,256,512,1024,0.4,relu,256,20,0.1,5,1e-07,nadam,0.660284419854482,0.009221425976616437,0.9167604247728983,0.008806755493033093,0.7041706045468649,0.0006674640366896875,0.7778738538424174,0.00841675672906913,0.06646557661023525
2,128,256,512,1024,0.4,relu,512,15,0.1,5,1e-07,adam,0.6547068953514099,0.008830432082498363,0.9208943049112955,0.010031757862397446,0.6916834115982056,0.003491573065089689,0.8032477100690206,0.01093483116359816,0.056477969774472496
2,128,256,512,1024,0.4,relu,512,15,0.1,5,1e-07,nadam,0.6578580538431803,0.004722204707814619,0.9210576017697653,0.0047495237362963644,0.6887762546539307,0.019197438094864072,0.8175954620043436,0.047053989057245754,0.04699828577020145
2,128,256,512,1024,0.4,relu,512,20,0.1,5,1e-07,adam,0.6573731899261475,0.005062517355749687,0.9233735005060831,0.003770200777192926,0.6884118715922037,0.014983723509935508,0.8182897766431173,0.03221855311543318,0.04721622685820716
2,128,256,512,1024,0.4,relu,512,20,0.1,5,1e-07,nadam,0.6605263153711954,0.007453396609182379,0.9171482523282369,0.005380608106674407,0.6936240593592325,0.00901202658919471,0.8035929203033447,0.01822092759551822,0.05010813834031305
2,128,256,512,1024,0.4,relu,1024,15,0.1,5,1e-07,adam,0.6556774775187174,0.010671885990019767,0.9276703794797262,0.01257099676882706,0.6878033876419067,0.0026610699535181853,0.8251166542371114,0.006962800798598371,0.04899651311001794
2,128,256,512,1024,0.4,relu,1024,15,0.1,5,1e-07,nadam,0.6530099113782247,0.009161407757463597,0.9311735232671102,0.015726059697352964,0.6827114621798197,0.0035220621846576115,0.8386904994646708,0.004363823500272985,0.045484073494241
2,128,256,512,1024,0.4,relu,1024,20,0.1,5,1e-07,adam,0.6520400444666544,0.009430904562987464,0.9291003743807474,0.009806827005647435,0.681499203046163,0.0038998512801689126,0.8343246777852377,0.01010895892207829,0.04517998369809493
2,128,256,512,1024,0.4,relu,1024,20,0.1,5,1e-07,nadam,0.6544641057650248,0.007084604255691214,0.9283243815104166,0.006779621117336255,0.6827115813891093,0.0042592200304693096,0.8380236029624939,0.005540598703403329,0.04316122973782506
2,128,256,512,1024,0.4,LeakyReLU,64,15,0.1,5,1e-07,adam,0.6617391506830851,0.009227923362701052,0.9111915429433187,0.0042588181432485495,0.6892587542533875,0.008051072440828594,0.8044292132059733,0.013110819259015692,0.04158678467473936
2,128,256,512,1024,0.4,LeakyReLU,64,15,0.1,5,1e-07,nadam,0.6585862239201864,0.006743018097459922,0.9183772206306458,0.0040890263815382254,0.6855006217956543,0.007378731285997677,0.8188992142677307,0.015070141605774115,0.04086693115938853
2,128,256,512,1024,0.4,LeakyReLU,64,20,0.1,5,1e-07,adam,0.6617380976676941,0.007110970153390765,0.9181974530220032,0.007612128101439425,0.6754372517267863,0.012838931434079324,0.8432989716529846,0.026904847501294658,0.02070177628789251
2,128,256,512,1024,0.4,LeakyReLU,64,20,0.1,5,1e-07,nadam,0.6617384354273478,0.006893385214668237,0.9134950439135233,0.0032907477893989474,0.6879259745279948,0.009490540172463416,0.8176729679107666,0.015084635281185928,0.039573852293671254
2,128,256,512,1024,0.4,LeakyReLU,128,15,0.1,5,1e-07,adam,0.6593140165011088,0.008320073671162935,0.9152727127075195,0.005956992906446724,0.6859852075576782,0.007537613512084206,0.821755588054657,0.018330995510930287,0.04045294107064475
2,128,256,512,1024,0.4,LeakyReLU,128,15,0.1,5,1e-07,nadam,0.6612533926963806,0.006644203358497136,0.9159026741981506,0.003442093430362691,0.6845310727755228,0.008666250085708285,0.8273847500483195,0.019331511917253515,0.03520236014854042
2,128,256,512,1024,0.4,LeakyReLU,128,20,0.1,5,1e-07,adam,0.6644059816996256,0.007313951809011758,0.9163280725479126,0.004195337901110485,0.6854997674624125,0.0015817477663502806,0.8169781565666199,0.003847013984137257,0.03174833813028982
2,128,256,512,1024,0.4,LeakyReLU,128,20,0.1,5,1e-07,nadam,0.6631937026977539,0.007745705240302886,0.916082759698232,0.0022349912914759445,0.6885316173235575,0.008858166510271024,0.8122657140096029,0.015859247932762683,0.038205903528235365
2,128,256,512,1024,0.4,LeakyReLU,256,15,0.1,5,1e-07,adam,0.6600407759348551,0.0074312172613961,0.9225369294484457,0.003912414752599667,0.6783483227094015,0.013616068354650263,0.8351290027300516,0.026515453778266633,0.027736993595003746
2,128,256,512,1024,0.4,LeakyReLU,256,15,0.1,5,1e-07,nadam,0.6605249047279358,0.003762129987083682,0.9188597997029623,0.003774546838005986,0.6811368465423584,0.013332077887543698,0.8388693531354269,0.023094023103044238,0.03120539690007976
2,128,256,512,1024,0.4,LeakyReLU,256,20,0.1,5,1e-07,adam,0.6607673168182373,0.004532133294025425,0.926754355430603,0.008341613196559464,0.6761634151140848,0.009392409911401674,0.8541465401649475,0.025830273859880452,0.02330033266473237
2,128,256,512,1024,0.4,LeakyReLU,256,20,0.1,5,1e-07,nadam,0.660283366839091,0.006746077577752733,0.9208756685256958,0.0036550672005480796,0.6773775021235148,0.01334941780594304,0.8368744850158691,0.02541315906610453,0.025889089658970035
