num_hidden_layers,activation_function,dropout_rate,units_1,units_2,units_3,units_4,best_val_accuracy,val_accuracy_std,best_val_loss,val_loss_std,best_train_accuracy,train_accuracy_std,best_train_loss,train_loss_std,delta_acc
2,LeakyReLU,0.3,64,128,256,512,0.6130495667457581,0.010747448629459009,1.0398879051208496,0.02249187433954969,0.6222318410873413,0.015086267428932237,1.0000909566879272,0.019612768693128207,0.014978029248638707
2,LeakyReLU,0.3,64,128,256,1024,0.6054525176684061,0.014144330389854168,1.0462052424748738,0.013187198333735108,0.6238145430882772,0.009568646967936939,1.0094271302223206,0.027665907224616815,0.030327771186059532
2,LeakyReLU,0.3,64,128,512,512,0.6187523802121481,0.017845522108584432,1.0319611231486003,0.04121570165450786,0.6184298793474833,0.008800952345770281,0.9990344246228536,0.027244895795263496,-0.0005212115136497956
2,LeakyReLU,0.3,64,128,512,1024,0.6114709973335266,0.02299214037387564,1.026147445042928,0.022235050022729217,0.6255553166071574,0.007644384393297198,0.984481155872345,0.021609526553473594,0.023033503363281277
2,LeakyReLU,0.3,64,128,1024,512,0.6257151166598002,0.019886416997342966,1.0018377900123596,0.01893007125221165,0.6353726784388224,0.010821058719171373,0.9724351565043131,0.01990057612729617,0.015434438967331215
2,LeakyReLU,0.3,64,128,1024,1024,0.6174849470456442,0.012754427529567326,1.0197726488113403,0.024010424766321082,0.6386952996253967,0.007376111186705168,0.9681794047355652,0.01647125281851841,0.03434958646560288
2,LeakyReLU,0.3,64,256,256,512,0.6250868042310079,0.02044723614437881,1.0090642372767131,0.032687199791984985,0.6367971897125244,0.007841129436023945,0.9633471568425497,0.011479930091408278,0.01873401486362009
2,LeakyReLU,0.3,64,256,256,1024,0.6276162465413412,0.01604834887865208,1.0189334154129028,0.03158707034242665,0.6315722068150839,0.015311884688984952,0.9837134083112081,0.020029736579928993,0.006303151480770497
2,LeakyReLU,0.3,64,256,512,512,0.6288836797078451,0.012279551147729856,1.0159255464871724,0.03103710780755424,0.6345794002215067,0.009076420647258875,0.9686327576637268,0.013417493302341437,0.009056874422798886
2,LeakyReLU,0.3,64,256,512,1024,0.6247681578000387,0.013301043333903941,1.0071980555852253,0.02179189738284915,0.6341057817141215,0.010015240118046,0.9751460353533427,0.01538921596339433,0.014945742348590276
2,LeakyReLU,0.3,64,256,1024,512,0.6254015763600668,0.014244692979699169,1.0190272331237793,0.00963761198855116,0.6344245870908102,0.020151807803158537,0.9776731530825297,0.03015904753349,0.014427547150198623
2,LeakyReLU,0.3,64,256,1024,1024,0.6257183949152628,0.017145502596278048,1.0112983187039692,0.026835168885013878,0.6410718758900961,0.007897129704025518,0.9656978646914164,0.017594755972210496,0.024537365529924162
2,LeakyReLU,0.3,64,512,256,512,0.6260343790054321,0.014256880830993168,0.9983820915222168,0.0202117824621337,0.6431286732355753,0.0005175090924889528,0.9523510932922363,0.017762277495362386,0.02730567969334295
2,LeakyReLU,0.3,64,512,256,1024,0.6295173764228821,0.0134530121993752,1.0035757422447205,0.028002121124933367,0.6418644785881042,0.012924916740946379,0.9494608441988627,0.01030468333328557,0.019613600239889055
2,LeakyReLU,0.3,64,512,512,512,0.6298336386680603,0.01317737447181133,0.9960139195124308,0.025068523953155238,0.6398051381111145,0.009414600652402438,0.9527581532796224,0.02440270266474127,0.015831957569210516
2,LeakyReLU,0.3,64,512,512,1024,0.6307838956514994,0.013946032926379723,1.0040807525316875,0.025031078141177984,0.6383810242017111,0.011757738367245854,0.9564453562100729,0.03094978771054752,0.012043948177156675
2,LeakyReLU,0.3,64,512,1024,512,0.6311001578966776,0.010255776150093916,1.0021964112917583,0.0172702989018179,0.6413888136545817,0.010983270798957612,0.9514111479123434,0.025121416355978723,0.016302730444869403
2,LeakyReLU,0.3,64,512,1024,1024,0.6254006624221802,0.01265846115649927,1.0253567298253377,0.017904820366049963,0.6252420544624329,0.020803168167550845,0.9849037925402323,0.03679580521705834,-0.00025361015630048257
2,LeakyReLU,0.3,128,128,256,512,0.6235010226567587,0.01690181382611045,1.0046579837799072,0.03400694162395303,0.6372713446617126,0.005483234170066308,0.9656354983647665,0.005080022257062421,0.022085484232693287
2,LeakyReLU,0.3,128,128,256,1024,0.6288824677467346,0.014259223717969685,1.0082199374834697,0.009412254629141378,0.634105404218038,0.0072423154647588105,0.9682384729385376,0.02351403412579174,0.008305107455160823
2,LeakyReLU,0.3,128,128,512,512,0.6273033022880554,0.01748585973834351,1.0021276275316875,0.02888657508455089,0.6371132731437683,0.011733863923000614,0.9583370685577393,0.012371288613973758,0.01563832171763092
2,LeakyReLU,0.3,128,128,512,1024,0.6285656094551086,0.010885198960133178,1.0005173881848652,0.028148064262136487,0.6380624175071716,0.006596589299084766,0.9597986539204916,0.010761390352378402,0.01510869813621459
2,LeakyReLU,0.3,128,128,1024,512,0.6311010718345642,0.014628719581649545,1.0004695653915405,0.03524037936658679,0.6372710267702738,0.003037512957316876,0.9548552433649699,0.00909511746434214,0.009776492563661783
2,LeakyReLU,0.3,128,128,1024,1024,0.6247672637303671,0.013592278839032128,1.007483959197998,0.022677198141125787,0.629356304804484,0.010281310908440762,0.9698818723360697,0.029317719091223573,0.007345200910042334
2,LeakyReLU,0.3,128,256,256,512,0.63078240553538,0.015589122628356364,0.9976881742477417,0.024710852902305378,0.6366388996442159,0.00887107008124774,0.9585644602775574,0.0250355256579152,0.009284491858749926
2,LeakyReLU,0.3,128,256,256,1024,0.6288842757542928,0.01519688183044309,1.010764479637146,0.025271199453650285,0.637431263923645,0.011226139720935337,0.9669526616732279,0.029673853251742103,0.013590716923397068
2,LeakyReLU,0.3,128,256,512,512,0.6273008982340494,0.019294814931014693,0.9965817530949911,0.03467358573340419,0.6428126295407613,0.005380640865759697,0.9388161698977152,0.009053823745701975,0.024727736482411975
2,LeakyReLU,0.3,128,256,512,1024,0.6295165022214254,0.013675187200003311,0.9920216798782349,0.022665927923216048,0.6439219315846761,0.011247392869497674,0.9378388126691183,0.02173187408026983,0.02288332285558383
2,LeakyReLU,0.3,128,256,1024,512,0.6355319420496622,0.014927061908829397,0.9923555652300516,0.027796630075055614,0.6470884879430135,0.010484918839068495,0.9314352869987488,0.013471231646947631,0.018184052018030986
2,LeakyReLU,0.3,128,256,1024,1024,0.6311019857724508,0.018331800592668798,0.9984380801518759,0.015314013698639774,0.6480370958646139,0.011938220332493062,0.940529982248942,0.016228535616642524,0.02683418920229667
2,LeakyReLU,0.3,128,512,256,512,0.634581983089447,0.011646067727454851,1.0105762481689453,0.003619209078481885,0.6363242864608765,0.017777067286028476,0.9632258812586466,0.053366393146943324,0.0027455922447515474
2,LeakyReLU,0.3,128,512,256,1024,0.6254003643989563,0.012305499422457669,1.0094403227170308,0.02247334782024235,0.6375885605812073,0.0071691474753671275,0.9525658289591471,0.01624786567424622,0.019488629805907605
2,LeakyReLU,0.3,128,512,512,512,0.6301513910293579,0.016802680248313655,0.9986596902211508,0.03093404033459703,0.6493043502171835,0.0069114869249213805,0.9344881971677145,0.01646345607317356,0.030394218691700465
2,LeakyReLU,0.3,128,512,512,1024,0.63268115123113,0.013012282235129888,1.0005173285802205,0.02903646313962607,0.6475622455279032,0.0023451107610601655,0.9378358721733093,0.0194676403972887,0.02352068536863502
2,LeakyReLU,0.3,128,512,1024,512,0.6367993950843811,0.012252725470414366,0.9948052565256754,0.027381536392720715,0.6521541277567545,0.0038448375118856335,0.934217651685079,0.017900128927881703,0.024112354362928988
2,LeakyReLU,0.3,128,512,1024,1024,0.6273023883501688,0.018160264977625348,0.9930168986320496,0.02169818126487937,0.6505699753761292,0.0001968471406036571,0.9246033827463785,0.010372304100785719,0.03709150077868353
2,LeakyReLU,0.3,256,128,256,512,0.6266707976659139,0.020505292460301985,1.005549152692159,0.04755885929472862,0.6363218824068705,0.006422667494179719,0.9667347073554993,0.00537647131796935,0.01540056561898655
2,LeakyReLU,0.3,256,128,256,1024,0.6279352108637491,0.020131857469382675,1.012429674466451,0.01531337423389853,0.6322068174680074,0.014317402270711002,0.9623895486195883,0.03772004447496329,0.006802623153402297
2,LeakyReLU,0.3,256,128,512,512,0.6276174585024515,0.012669748966092246,1.008479913075765,0.03773025375626457,0.6388550202051798,0.009259427994515353,0.9617453217506409,0.011948062178412825,0.017905113298699572
2,LeakyReLU,0.3,256,128,512,1024,0.6292011340459188,0.01507334716058995,1.0001880129178364,0.036939330500300675,0.6394874652226766,0.00687185185242622,0.9497546156247457,0.009507127297666349,0.016348240046253827
2,LeakyReLU,0.3,256,128,1024,512,0.6298327445983887,0.01431526133292792,0.9951262275377909,0.023828220903195092,0.6401220560073853,0.00904465112643923,0.9378661314646403,0.01808611636829916,0.01633657744415549
2,LeakyReLU,0.3,256,128,1024,1024,0.6377499500910441,0.011157134355789312,0.9879522522290548,0.02850222454979165,0.648037850856781,0.004992387103618322,0.9336927135785421,0.017118221596058598,0.016131558715556545
