mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_dropout_rate,param_units_1,param_units_2,param_units_3,param_units_4,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
19.15789923667908,0.9789291770632437,3.1343807697296144,0.3235962749337008,0.5,256,256,1024,1024,"{'dropout_rate': 0.5, 'units_1': 256, 'units_2': 256, 'units_3': 1024, 'units_4': 1024}",0.8088235259056091,0.8004201650619507,0.8109243512153625,0.7941176295280457,0.7878151535987854,0.8004201650619507,0.008712779904908942,30
17.93646173477173,2.4060412614579025,1.9443190097808838,0.8083567704687507,0.3,256,256,512,1024,"{'dropout_rate': 0.3, 'units_1': 256, 'units_2': 256, 'units_3': 512, 'units_4': 1024}",0.8214285969734192,0.7878151535987854,0.7731092572212219,0.8046218752861023,0.8130252361297607,0.8000000238418579,0.017445835059740154,31
29.104439306259156,3.1678713195133366,2.1955832481384276,0.30808930084819464,0.3,256,512,1024,1024,"{'dropout_rate': 0.3, 'units_1': 256, 'units_2': 512, 'units_3': 1024, 'units_4': 1024}",0.819327712059021,0.7962185144424438,0.7962185144424438,0.7962185144424438,0.7920168042182922,0.800000011920929,0.009799905789249292,32
16.070149850845336,2.8758129802635337,1.326812744140625,0.40728866186618184,0.3,128,128,256,2048,"{'dropout_rate': 0.3, 'units_1': 128, 'units_2': 128, 'units_3': 256, 'units_4': 2048}",0.8046218752861023,0.7815126180648804,0.7983193397521973,0.7920168042182922,0.8214285969734192,0.7995798468589783,0.01332668886612552,33
18.258747720718382,1.261050426669933,1.9728012561798096,0.20332626228372933,0.5,256,512,512,2048,"{'dropout_rate': 0.5, 'units_1': 256, 'units_2': 512, 'units_3': 512, 'units_4': 2048}",0.7857142686843872,0.7983193397521973,0.8004201650619507,0.7983193397521973,0.8151260614395142,0.7995798349380493,0.009357595170916402,34
24.438721418380737,4.289514123551296,2.1953636169433595,0.3681728088662605,0.3,128,256,1024,1024,"{'dropout_rate': 0.3, 'units_1': 128, 'units_2': 256, 'units_3': 1024, 'units_4': 1024}",0.8067227005958557,0.7857142686843872,0.8298319578170776,0.7941176295280457,0.7773109078407288,0.798739492893219,0.01833398660560924,35
17.883372640609743,1.6931198706927038,2.221180772781372,0.44034463274138275,0.3,256,128,512,2048,"{'dropout_rate': 0.3, 'units_1': 256, 'units_2': 128, 'units_3': 512, 'units_4': 2048}",0.8172268867492676,0.779411792755127,0.8004201650619507,0.8025209903717041,0.7920168042182922,0.7983193278312684,0.012464188348695417,36
12.82579402923584,0.605866973732258,1.6364756107330323,0.23092865012761646,0.3,128,512,256,512,"{'dropout_rate': 0.3, 'units_1': 128, 'units_2': 512, 'units_3': 256, 'units_4': 512}",0.7920168042182922,0.8214285969734192,0.7983193397521973,0.7941176295280457,0.7857142686843872,0.7983193278312684,0.012249913541770857,36
14.211776304244996,2.8810200296445223,2.1836647987365723,0.3195260470783011,0.3,128,512,512,1024,"{'dropout_rate': 0.3, 'units_1': 128, 'units_2': 512, 'units_3': 512, 'units_4': 1024}",0.7941176295280457,0.8004201650619507,0.7836134433746338,0.8046218752861023,0.8067227005958557,0.7978991627693176,0.008340106812237284,38
13.733243703842163,0.533343697914023,2.1139033794403077,0.9155482193658537,0.3,256,128,512,512,"{'dropout_rate': 0.3, 'units_1': 256, 'units_2': 128, 'units_3': 512, 'units_4': 512}",0.7962185144424438,0.779411792755127,0.8067227005958557,0.7920168042182922,0.8109243512153625,0.7970588326454162,0.011164131414567742,39
17.72994918823242,2.070660991672618,2.036752128601074,0.3906640148162107,0.3,128,512,1024,512,"{'dropout_rate': 0.3, 'units_1': 128, 'units_2': 512, 'units_3': 1024, 'units_4': 512}",0.8046218752861023,0.7857142686843872,0.8151260614395142,0.7878151535987854,0.7899159789085388,0.7966386675834656,0.011383380606622279,40
14.114523601531982,1.9435303286128414,2.004254627227783,0.37756193448977654,0.3,128,256,256,2048,"{'dropout_rate': 0.3, 'units_1': 128, 'units_2': 256, 'units_3': 256, 'units_4': 2048}",0.7857142686843872,0.7710084319114685,0.8025209903717041,0.819327712059021,0.8046218752861023,0.7966386556625367,0.0166695983018775,41
17.16414256095886,1.0312797523909707,2.232469844818115,0.36817285406464634,0.3,128,128,1024,1024,"{'dropout_rate': 0.3, 'units_1': 128, 'units_2': 128, 'units_3': 1024, 'units_4': 1024}",0.8172268867492676,0.779411792755127,0.8109243512153625,0.7668067216873169,0.8088235259056091,0.7966386556625367,0.01981482530774236,41
15.958895397186279,3.04191498217011,2.0605215549468996,0.8177274587034603,0.3,128,128,256,512,"{'dropout_rate': 0.3, 'units_1': 128, 'units_2': 128, 'units_3': 256, 'units_4': 512}",0.8004201650619507,0.7752100825309753,0.8130252361297607,0.8004201650619507,0.7941176295280457,0.7966386556625367,0.012350376231597007,41
11.656209135055542,2.38051173803697,1.298058843612671,0.37865334765255193,0.3,128,128,256,1024,"{'dropout_rate': 0.3, 'units_1': 128, 'units_2': 128, 'units_3': 256, 'units_4': 1024}",0.7920168042182922,0.7668067216873169,0.8151260614395142,0.8046218752861023,0.8025209903717041,0.7962184906005859,0.016434968400514165,44
10.45042552947998,2.1503382911596027,1.273252820968628,0.2504372453232712,0.3,128,128,512,512,"{'dropout_rate': 0.3, 'units_1': 128, 'units_2': 128, 'units_3': 512, 'units_4': 512}",0.7689075469970703,0.7815126180648804,0.819327712059021,0.8025209903717041,0.8046218752861023,0.7953781485557556,0.01790527267450565,45
18.292298221588133,2.1014354908535795,1.9332484245300292,0.2904769749775317,0.5,256,512,1024,512,"{'dropout_rate': 0.5, 'units_1': 256, 'units_2': 512, 'units_3': 1024, 'units_4': 512}",0.8046218752861023,0.7920168042182922,0.8046218752861023,0.7878151535987854,0.7857142686843872,0.7949579954147339,0.008147372914792754,46
18.990288829803468,0.803171541454441,2.8375247001647947,0.18409701913756824,0.3,64,256,1024,1024,"{'dropout_rate': 0.3, 'units_1': 64, 'units_2': 256, 'units_3': 1024, 'units_4': 1024}",0.7920168042182922,0.8151260614395142,0.7857142686843872,0.7878151535987854,0.7941176295280457,0.794957983493805,0.010512605583105543,47
29.91333122253418,4.194660554043825,2.488516330718994,1.2413119206594363,0.5,128,512,1024,2048,"{'dropout_rate': 0.5, 'units_1': 128, 'units_2': 512, 'units_3': 1024, 'units_4': 2048}",0.8109243512153625,0.7836134433746338,0.7815126180648804,0.8025209903717041,0.7878151535987854,0.7932773113250733,0.011476037099133035,48
27.64822030067444,6.730539214380454,2.2954967975616456,0.4860501470063527,0.5,256,512,1024,1024,"{'dropout_rate': 0.5, 'units_1': 256, 'units_2': 512, 'units_3': 1024, 'units_4': 1024}",0.779411792755127,0.7773109078407288,0.7941176295280457,0.7941176295280457,0.8214285969734192,0.7932773113250733,0.015754909066431802,48
17.043217182159424,1.3834974584192012,2.0055119514465334,0.4314283007658036,0.5,256,128,512,2048,"{'dropout_rate': 0.5, 'units_1': 256, 'units_2': 128, 'units_3': 512, 'units_4': 2048}",0.7836134433746338,0.7857142686843872,0.7836134433746338,0.8025209903717041,0.8109243512153625,0.7932772994041443,0.011321165317384698,50
15.673104524612427,2.8924634823002187,1.8826374053955077,0.1817048094187126,0.3,64,256,256,2048,"{'dropout_rate': 0.3, 'units_1': 64, 'units_2': 256, 'units_3': 256, 'units_4': 2048}",0.8088235259056091,0.7878151535987854,0.7962185144424438,0.7689075469970703,0.8025209903717041,0.7928571462631225,0.013846436024563502,51
14.130054807662964,2.3190998529200177,1.5036263942718506,0.22358888671846416,0.3,64,128,256,2048,"{'dropout_rate': 0.3, 'units_1': 64, 'units_2': 128, 'units_3': 256, 'units_4': 2048}",0.7668067216873169,0.8172268867492676,0.7857142686843872,0.8004201650619507,0.7941176295280457,0.7928571343421936,0.016627192447665144,52
15.573001289367676,2.8423630171401366,1.9098518371582032,0.25046353054357606,0.3,64,128,512,1024,"{'dropout_rate': 0.3, 'units_1': 64, 'units_2': 128, 'units_3': 512, 'units_4': 1024}",0.7878151535987854,0.7836134433746338,0.8067227005958557,0.7731092572212219,0.8109243512153625,0.7924369812011719,0.014273343357972614,53
18.767435789108276,0.882118526208817,2.74693922996521,0.3972683453771668,0.5,128,256,1024,1024,"{'dropout_rate': 0.5, 'units_1': 128, 'units_2': 256, 'units_3': 1024, 'units_4': 1024}",0.7836134433746338,0.7878151535987854,0.8067227005958557,0.7836134433746338,0.8004201650619507,0.7924369812011719,0.009432750745328995,53
9.101680469512939,1.1157988472044869,1.6549130439758302,0.623066741666909,0.3,128,256,256,1024,"{'dropout_rate': 0.3, 'units_1': 128, 'units_2': 256, 'units_3': 256, 'units_4': 1024}",0.7983193397521973,0.7857142686843872,0.7878151535987854,0.7941176295280457,0.7962185144424438,0.7924369812011719,0.004863802392075666,53
14.792585039138794,1.5872037465103799,1.445110273361206,0.24146976297269462,0.5,256,512,256,2048,"{'dropout_rate': 0.5, 'units_1': 256, 'units_2': 512, 'units_3': 256, 'units_4': 2048}",0.7920168042182922,0.7668067216873169,0.8151260614395142,0.7710084319114685,0.8172268867492676,0.7924369812011719,0.021192466846741476,53
17.742421913146973,2.1127159723702658,2.602441740036011,0.4999078081088387,0.5,256,128,1024,1024,"{'dropout_rate': 0.5, 'units_1': 256, 'units_2': 128, 'units_3': 1024, 'units_4': 1024}",0.7605041861534119,0.7941176295280457,0.7983193397521973,0.8004201650619507,0.8067227005958557,0.7920168042182922,0.01627304753374504,57
14.065271282196045,1.2250975759549545,1.6231735229492188,0.4862891496782763,0.3,128,128,1024,512,"{'dropout_rate': 0.3, 'units_1': 128, 'units_2': 128, 'units_3': 1024, 'units_4': 512}",0.7710084319114685,0.7836134433746338,0.8130252361297607,0.7836134433746338,0.8067227005958557,0.7915966510772705,0.01574369467600584,58
28.727234888076783,2.977475012209305,1.9128644466400146,0.3616475624308056,0.5,128,128,1024,2048,"{'dropout_rate': 0.5, 'units_1': 128, 'units_2': 128, 'units_3': 1024, 'units_4': 2048}",0.7815126180648804,0.7605041861534119,0.8088235259056091,0.8004201650619507,0.8046218752861023,0.7911764740943908,0.01795451160255314,59
16.205719423294067,3.584301707961167,1.9097419738769532,0.412501204411406,0.5,256,256,1024,512,"{'dropout_rate': 0.5, 'units_1': 256, 'units_2': 256, 'units_3': 1024, 'units_4': 512}",0.8004201650619507,0.7857142686843872,0.7857142686843872,0.7899159789085388,0.7941176295280457,0.7911764621734619,0.005574162573582801,60
19.982559967041016,1.1316857394676694,2.1756515502929688,0.6300661883093064,0.3,128,128,512,2048,"{'dropout_rate': 0.3, 'units_1': 128, 'units_2': 128, 'units_3': 512, 'units_4': 2048}",0.7941176295280457,0.7962185144424438,0.8088235259056091,0.7752100825309753,0.779411792755127,0.7907563090324402,0.012148594132313778,61
29.850287437438965,2.355409863838877,2.5346017837524415,1.0505874927845749,0.5,256,512,1024,2048,"{'dropout_rate': 0.5, 'units_1': 256, 'units_2': 512, 'units_3': 1024, 'units_4': 2048}",0.8151260614395142,0.7731092572212219,0.8025209903717041,0.7689075469970703,0.7941176295280457,0.7907562971115112,0.017506443813499195,62
15.35952548980713,2.5111705634877173,1.6681987762451171,0.3229259460254102,0.3,64,512,512,512,"{'dropout_rate': 0.3, 'units_1': 64, 'units_2': 512, 'units_3': 512, 'units_4': 512}",0.7962185144424438,0.7647058963775635,0.7983193397521973,0.7857142686843872,0.8067227005958557,0.7903361439704895,0.014457691780707623,63
16.148040342330933,1.7418642188044346,1.4323681831359862,0.18839042759903388,0.3,64,512,256,2048,"{'dropout_rate': 0.3, 'units_1': 64, 'units_2': 512, 'units_3': 256, 'units_4': 2048}",0.8088235259056091,0.7689075469970703,0.8130252361297607,0.7941176295280457,0.7668067216873169,0.7903361320495605,0.019409772322607374,64
29.581442165374757,1.9937208941028282,2.3780526161193847,0.2615577658533438,0.3,64,128,1024,2048,"{'dropout_rate': 0.3, 'units_1': 64, 'units_2': 128, 'units_3': 1024, 'units_4': 2048}",0.8088235259056091,0.756302535533905,0.7668067216873169,0.7941176295280457,0.825630247592926,0.7903361320495605,0.02574364733499192,64
23.37277913093567,4.449360775855816,2.6354723453521727,0.6614379019140033,0.3,128,512,1024,1024,"{'dropout_rate': 0.3, 'units_1': 128, 'units_2': 512, 'units_3': 1024, 'units_4': 1024}",0.8046218752861023,0.7584033608436584,0.8046218752861023,0.7710084319114685,0.8109243512153625,0.7899159789085388,0.021092268319300486,66
30.804719161987304,2.7452092114288735,2.5028993606567385,0.45187658132048175,0.3,256,256,1024,2048,"{'dropout_rate': 0.3, 'units_1': 256, 'units_2': 256, 'units_3': 1024, 'units_4': 2048}",0.8298319578170776,0.7626050710678101,0.7899159789085388,0.7689075469970703,0.7983193397521973,0.7899159789085388,0.02387945453380054,66
26.174089241027833,3.772317310092808,1.8557926654815673,0.2768807684575128,0.5,256,128,1024,2048,"{'dropout_rate': 0.5, 'units_1': 256, 'units_2': 128, 'units_3': 1024, 'units_4': 2048}",0.7773109078407288,0.7836134433746338,0.8130252361297607,0.8067227005958557,0.7689075469970703,0.7899159669876099,0.017067323430170887,68
12.65829095840454,1.5904608545484349,1.7584667682647706,0.792013307646958,0.3,64,128,1024,512,"{'dropout_rate': 0.3, 'units_1': 64, 'units_2': 128, 'units_3': 1024, 'units_4': 512}",0.7836134433746338,0.8025209903717041,0.7920168042182922,0.7584033608436584,0.8130252361297607,0.7899159669876099,0.01860163757169608,68
21.21399269104004,3.9795030829016955,2.3263188362121583,0.4344589055995396,0.5,256,256,512,2048,"{'dropout_rate': 0.5, 'units_1': 256, 'units_2': 256, 'units_3': 512, 'units_4': 2048}",0.7710084319114685,0.7710084319114685,0.8067227005958557,0.7962185144424438,0.8025209903717041,0.7894958138465882,0.01546080292555349,70
15.410520792007446,3.7091622604018073,2.1839655876159667,0.8953684196098611,0.5,256,512,512,1024,"{'dropout_rate': 0.5, 'units_1': 256, 'units_2': 512, 'units_3': 512, 'units_4': 1024}",0.7920168042182922,0.7731092572212219,0.8151260614395142,0.7689075469970703,0.7983193397521973,0.7894958019256592,0.016932309726900508,71
11.40079207420349,1.3218102038420296,2.351605749130249,0.5734233499045072,0.5,256,256,512,1024,"{'dropout_rate': 0.5, 'units_1': 256, 'units_2': 256, 'units_3': 512, 'units_4': 1024}",0.7689075469970703,0.7962185144424438,0.8151260614395142,0.7815126180648804,0.7836134433746338,0.7890756368637085,0.015642454926365307,72
18.774960374832155,1.9246276865407033,2.4156842708587645,0.3139883517501908,0.3,256,256,1024,1024,"{'dropout_rate': 0.3, 'units_1': 256, 'units_2': 256, 'units_3': 1024, 'units_4': 1024}",0.8025209903717041,0.7626050710678101,0.7836134433746338,0.7836134433746338,0.8130252361297607,0.7890756368637085,0.017405302668661804,72
18.9211266040802,1.7059799785766714,2.058597135543823,0.2274118229034542,0.5,128,128,512,2048,"{'dropout_rate': 0.5, 'units_1': 128, 'units_2': 128, 'units_3': 512, 'units_4': 2048}",0.7752100825309753,0.7899159789085388,0.7941176295280457,0.7836134433746338,0.8025209903717041,0.7890756249427795,0.00926277010834085,74
17.73693389892578,1.8021922248788864,2.6709641933441164,0.8862539533321359,0.5,128,256,512,2048,"{'dropout_rate': 0.5, 'units_1': 128, 'units_2': 256, 'units_3': 512, 'units_4': 2048}",0.7815126180648804,0.7668067216873169,0.8151260614395142,0.7815126180648804,0.7983193397521973,0.7886554718017578,0.016574022204100942,75
18.39876194000244,1.301612404728918,2.536299467086792,0.7251409220974185,0.3,128,256,512,2048,"{'dropout_rate': 0.3, 'units_1': 128, 'units_2': 256, 'units_3': 512, 'units_4': 2048}",0.8067227005958557,0.7899159789085388,0.7689075469970703,0.7815126180648804,0.7962185144424438,0.7886554718017578,0.01285468118661351,75
11.659745168685912,1.2838786016146395,1.3411866188049317,0.2436929465219769,0.3,128,512,256,1024,"{'dropout_rate': 0.3, 'units_1': 128, 'units_2': 512, 'units_3': 256, 'units_4': 1024}",0.7857142686843872,0.7857142686843872,0.7920168042182922,0.7815126180648804,0.7983193397521973,0.7886554598808289,0.005882356848049098,77
11.974489831924439,3.512331119050392,1.474874782562256,0.35119881386152413,0.3,128,256,256,512,"{'dropout_rate': 0.3, 'units_1': 128, 'units_2': 256, 'units_3': 256, 'units_4': 512}",0.7941176295280457,0.779411792755127,0.7899159789085388,0.7773109078407288,0.8025209903717041,0.7886554598808289,0.009357578577697414,77
13.736501693725586,1.2186777610968862,1.8864802360534667,0.3628982924357943,0.5,256,512,256,1024,"{'dropout_rate': 0.5, 'units_1': 256, 'units_2': 512, 'units_3': 256, 'units_4': 1024}",0.7668067216873169,0.8067227005958557,0.7962185144424438,0.779411792755127,0.7899159789085388,0.7878151416778565,0.013744060235200405,79
14.460097074508667,1.2403331906407535,1.9129624366760254,0.46632547083202985,0.3,64,256,512,512,"{'dropout_rate': 0.3, 'units_1': 64, 'units_2': 256, 'units_3': 512, 'units_4': 512}",0.8067227005958557,0.7710084319114685,0.8004201650619507,0.7752100825309753,0.7836134433746338,0.7873949646949768,0.013960708672311316,80
12.506512069702149,1.7770713498759843,1.5267234325408936,0.3335875514802709,0.3,64,256,256,512,"{'dropout_rate': 0.3, 'units_1': 64, 'units_2': 256, 'units_3': 256, 'units_4': 512}",0.7752100825309753,0.7878151535987854,0.7899159789085388,0.7920168042182922,0.7899159789085388,0.7869747996330261,0.006030549636282066,81
15.246427202224732,3.2381967247556847,2.123730421066284,0.5915117250759331,0.3,128,128,512,1024,"{'dropout_rate': 0.3, 'units_1': 128, 'units_2': 128, 'units_3': 512, 'units_4': 1024}",0.8109243512153625,0.7626050710678101,0.7941176295280457,0.7752100825309753,0.7899159789085388,0.7865546226501465,0.0165206602215757,82
