Unnamed: 0,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Likes,Comments,Stream,Genre
5200,0.673,0.765,5.0,-10.615,0.0256,0.0439,3.43e-05,0.107,0.779,98.241,281533.0,1705529.0,9352.0,1016.0,4686102.0,pop
5201,0.427,0.438,10.0,-8.884,0.0311,0.525,0.0,0.118,0.0636,140.823,222600.0,3043162.0,17034.0,423.0,2005189.0,pop
5202,0.575,0.392,9.0,-10.383,0.0349,0.609,7.45e-05,0.0624,0.498,179.791,291533.0,1207646.0,10226.0,231.0,110752986.0,pop
5203,0.723,0.694,0.0,-6.694,0.0802,0.313,0.0,0.052,0.739,106.359,168948.0,2821747.0,21053.0,348.0,49791393.0,pop
5204,0.536,0.557,7.0,-10.799,0.0416,0.197,7.33e-06,0.951,0.209,169.88,308413.0,890456.0,9786.0,208.0,58218230.0,pop
5205,0.586,0.591,9.0,-8.332,0.0299,0.698,0.0,0.959,0.565,95.603,287267.0,31910079.0,195154.0,4194.0,11790296.0,pop
5206,0.549,0.502,2.0,-16.202,0.0493,0.223,0.0,0.0622,0.781,85.793,225267.0,12059360.0,111355.0,2140.0,51689854.0,pop
5207,0.666,0.479,7.0,-9.286,0.0247,0.546,0.000609,0.286,0.151,92.865,296107.0,5627266.0,104024.0,3309.0,33382883.0,pop
5208,0.708,0.656,2.0,-6.812,0.0491,0.129,4.44e-05,0.176,0.842,171.985,298360.0,890456.0,9786.0,208.0,21984879.0,pop
5209,0.682,0.343,0.0,-9.866,0.0299,0.0188,0.0,0.118,0.164,117.11,327000.0,35810911.0,278398.0,10874.0,15740344.0,pop
5210,0.614,0.749,11.0,-9.502,0.283,0.375,0.0,0.666,0.78,105.169,278853.0,1394593.0,14495.0,380.0,23335006.0,pop
5211,0.771,0.29,9.0,-18.19,0.0382,0.349,7.8e-06,0.225,0.906,104.218,329267.0,1960690.0,28337.0,569.0,0.0,pop
5212,0.626,0.597,3.0,-5.094,0.0991,0.0167,6.2e-06,0.109,0.883,174.958,165880.0,11492153.0,156483.0,2534.0,19384825.0,hip hop
5213,0.601,0.938,1.0,-4.382,0.282,0.0225,0.0,0.0508,0.762,87.129,190261.0,7219852.0,254215.0,9936.0,20257898.0,hip hop
5214,0.686,0.824,11.0,-5.413,0.34,0.157,0.0,0.242,0.405,170.079,183827.0,17778318.0,207476.0,12253.0,39561559.0,hip hop
5215,0.572,0.85,3.0,-4.475,0.197,0.0893,0.0,0.191,0.797,96.335,137995.0,125619.0,5667.0,595.0,1421644.0,hip hop
5216,0.694,0.874,7.0,-2.96,0.333,0.38,0.0,0.122,0.591,89.959,282581.0,600641.0,28969.0,1817.0,7386990.0,hip hop
5217,0.903,0.785,8.0,-6.285,0.309,0.0192,3.83e-06,0.177,0.965,94.211,259107.0,18930.0,275.0,22.0,8564749.0,hip hop
5218,0.349,0.892,6.0,-3.011,0.351,0.112,0.0,0.212,0.849,172.639,183688.0,6606097.0,110097.0,3622.0,7994814.0,hip hop
5219,0.486,0.928,8.0,-4.13,0.363,0.467,0.0,0.116,0.57,90.036,207673.0,3349463.0,72663.0,3390.0,4781780.0,hip hop
5220,0.446,0.764,2.0,-6.479,0.181,0.057,0.0,0.141,0.576,152.604,316944.0,2995636.0,42090.0,3876.0,5666524.0,hip hop
5221,0.557,0.845,10.0,-4.373,0.344,0.496,0.0,0.115,0.867,93.374,159155.0,191667.0,8482.0,710.0,1018258.0,hip hop
5222,0.603,0.705,9.0,-7.547,0.0328,0.556,0.000123,0.342,0.89,90.12,239947.0,48133380.0,0.0,23235.0,0.0,pop
5224,0.704,0.466,11.0,-6.931,0.0311,0.0395,7.78e-06,0.095,0.872,110.199,243347.0,1237615.0,16334.0,881.0,15582573.0,pop
5225,0.565,0.67,11.0,-13.777,0.032,0.0808,0.466,0.0518,0.253,95.027,303600.0,27732714.0,140857.0,4962.0,20398820.0,pop
5226,0.735,0.728,5.0,-7.405,0.0405,0.229,2.71e-05,0.0657,0.96,127.97,221133.0,9428166.0,75674.0,2754.0,13848080.0,pop
5228,0.689,0.722,7.0,-8.575,0.0313,0.0034,0.041,0.0488,0.97,123.145,211146.0,1465770.0,9273.0,368.0,6237805.0,rock
5229,0.634,0.623,9.0,-8.855,0.0258,0.000449,0.0108,0.0649,0.867,134.994,270067.0,19035794.0,161060.0,3930.0,0.0,pop
5230,0.747,0.575,5.0,-12.017,0.0311,0.231,0.0935,0.814,0.615,114.528,302427.0,9428166.0,75674.0,2754.0,8703491.0,rock
5231,0.639,0.443,11.0,-12.015,0.0226,0.141,0.152,0.345,0.355,95.02,329293.0,68301987.0,307764.0,9148.0,0.0,pop
5252,0.749,0.605,8.0,-9.359,0.086,0.00186,0.0381,0.115,0.966,142.024,251733.0,169302915.0,1293169.0,30422.0,412886790.0,blues
5253,0.775,0.652,0.0,-9.906,0.152,0.00757,0.000598,0.105,0.922,143.08,198042.0,169302915.0,1293169.0,30422.0,70303008.0,blues
5254,0.733,0.395,6.0,-11.959,0.0366,0.279,2.37e-06,0.468,0.661,96.085,276067.0,21563999.0,205964.0,4691.0,78397702.0,R&B
5255,0.562,0.594,3.0,-4.578,0.0558,0.318,0.0,0.311,0.423,62.876,265533.0,29121184.0,323294.0,8166.0,187339982.0,R&B
5256,0.544,0.648,8.0,-8.079,0.29,0.0068,0.000919,0.503,0.956,142.026,324800.0,169302915.0,1293169.0,30422.0,84190231.0,blues
5257,0.691,0.541,1.0,-5.873,0.0776,0.508,0.0,0.0753,0.319,127.683,243307.0,14085794.0,135945.0,2861.0,74213182.0,blues
5258,0.622,0.573,1.0,-6.934,0.0547,0.26,0.0,0.173,0.617,127.132,259493.0,8089927.0,69279.0,2487.0,16908693.0,blues
5259,0.83,0.414,9.0,-11.136,0.197,0.243,0.0,0.627,0.556,99.234,365800.0,3007776.0,45277.0,1447.0,7464410.0,R&B
5260,0.833,0.338,5.0,-12.831,0.127,0.0375,0.0,0.0459,0.73,81.822,259667.0,3722182.0,52517.0,2976.0,13280961.0,R&B
5261,0.661,0.422,8.0,-6.918,0.0282,0.0881,3.03e-06,0.164,0.426,117.006,241373.0,8924207.0,84100.0,2923.0,8629387.0,blues
5262,0.707,0.614,7.0,-9.377,0.058,0.198,0.0,0.177,0.957,156.473,211000.0,121336425.0,696738.0,14937.0,87717502.0,pagode
5263,0.833,0.851,7.0,-6.859,0.0768,0.21,0.000174,0.303,0.776,95.011,227453.0,121336425.0,696738.0,14937.0,39035556.0,pagode
5264,0.394,0.873,4.0,-5.716,0.123,0.282,0.0,0.388,0.507,104.985,321711.0,5010411.0,23585.0,210.0,3509543.0,pagode
5265,0.584,0.586,7.0,-9.147,0.0572,0.788,0.0,0.131,0.34,85.027,195507.0,14039868.0,104502.0,1827.0,12095810.0,pagode
5266,0.34,0.845,5.0,-7.011,0.0625,0.535,5.85e-06,0.489,0.671,86.044,311477.0,739675.0,1667.0,40.0,503699.0,pagode
5267,0.655,0.63,0.0,-6.717,0.0353,0.47,0.0,0.589,0.355,141.981,195875.0,1570980.0,11014.0,169.0,27107941.0,pagode
5268,0.714,0.822,8.0,-7.183,0.0599,0.389,1.88e-05,0.916,0.443,99.989,277125.0,121336425.0,696738.0,14937.0,26205739.0,pagode
5269,0.615,0.403,4.0,-11.648,0.0282,0.425,4.41e-06,0.321,0.454,136.377,214693.0,260424939.0,1803774.0,32669.0,13175636.0,pagode
5270,0.573,0.828,7.0,-4.991,0.0461,0.0955,0.0,0.156,0.901,89.955,201493.0,6067399.0,15385.0,269.0,8905909.0,pagode
5271,0.44,0.793,2.0,-7.542,0.0752,0.762,2.09e-05,0.273,0.738,159.977,323536.0,6402.0,77.0,2.0,258592.0,pagode
5272,0.219,0.323,10.0,-12.211,0.0333,0.66,0.0,0.106,0.339,170.437,248000.0,75445.0,1074.0,41.0,151215095.0,latin
5273,0.711,0.684,2.0,-7.186,0.0286,0.256,0.000264,0.304,0.76,124.851,275067.0,31556.0,426.0,25.0,68993556.0,latin
5274,0.636,0.812,4.0,-6.307,0.0276,0.433,8.16e-06,0.0363,0.888,93.568,222600.0,19095439.0,143085.0,8746.0,62939952.0,latin
5275,0.608,0.522,2.0,-13.044,0.0332,0.35,0.0,0.294,0.82,130.855,211000.0,0.0,0.0,0.0,35608292.0,latin
5276,0.571,0.355,9.0,-13.049,0.0608,0.722,3.27e-05,0.136,0.261,93.987,201593.0,19095439.0,143085.0,8746.0,26631324.0,latin
5277,0.4,0.513,2.0,-6.699,0.0313,0.435,1.39e-05,0.128,0.379,139.674,230720.0,15201779.0,77166.0,2784.0,25967529.0,latin
5278,0.6,0.729,2.0,-7.281,0.0272,0.488,3.24e-06,0.135,0.604,93.503,187120.0,28914900.0,80969.0,3052.0,17696659.0,latin
5279,0.408,0.531,2.0,-5.601,0.0256,0.543,0.000198,0.223,0.446,98.025,251520.0,15003771.0,94816.0,3386.0,23322699.0,latin
5280,0.483,0.421,6.0,-7.08,0.0266,0.511,0.0,0.12,0.456,97.412,279507.0,7745529.0,32988.0,1381.0,21910732.0,latin
5281,0.399,0.245,0.0,-11.813,0.0314,0.539,0.0,0.0653,0.242,108.145,271000.0,171819.0,1556.0,170.0,16723935.0,latin
5282,0.865,0.505,7.0,-11.813,0.102,0.0631,0.0151,0.102,0.475,123.102,301200.0,4246289.0,30051.0,943.0,123209390.0,hip hop
5283,0.703,0.7,5.0,-6.789,0.0693,0.302,0.471,0.0718,0.582,97.675,265107.0,18312921.0,217819.0,7346.0,113771683.0,R&B
5284,0.752,0.364,7.0,-10.375,0.277,0.0177,0.000306,0.278,0.534,89.842,241760.0,5770604.0,68066.0,2740.0,80339071.0,hip hop
5285,0.753,0.934,2.0,-3.011,0.0736,0.0174,0.065,0.128,0.73,113.525,329933.0,12125948.0,106535.0,3793.0,79895244.0,R&B
5286,0.359,0.287,0.0,-9.51,0.0303,0.882,0.00607,0.186,0.189,130.135,227133.0,5168397.0,61325.0,2999.0,38536922.0,R&B
5287,0.571,0.232,10.0,-11.309,0.0699,0.604,0.000246,0.119,0.207,128.785,428200.0,6666215.0,95802.0,3006.0,42229979.0,R&B
5288,0.805,0.942,0.0,-6.584,0.0905,0.0745,1.46e-05,0.415,0.608,106.525,278293.0,147091116.0,1164253.0,62639.0,69106645.0,R&B
5289,0.714,0.67,8.0,-6.053,0.0445,0.341,1.89e-06,0.0772,0.771,82.008,204267.0,5570017.0,73394.0,1959.0,22822086.0,pop
5290,0.774,0.496,7.0,-8.144,0.0498,0.186,0.0,0.542,0.452,125.137,317560.0,712121.0,12177.0,408.0,36182275.0,hip hop
5291,0.759,0.639,9.0,-11.386,0.0425,0.084,0.0331,0.0518,0.706,116.207,235493.0,13579094.0,103500.0,6592.0,23000301.0,R&B
5293,0.828,0.792,10.0,-5.435,0.179,0.182,0.0,0.281,0.777,134.199,233360.0,13330118.0,170453.0,3701.0,133471119.0,hip hop
5294,0.561,0.764,2.0,-6.645,0.138,0.373,0.0,0.157,0.598,145.158,212147.0,22584289.0,198924.0,4430.0,63161849.0,hip hop
5295,0.9,0.656,8.0,-7.218,0.222,0.43,0.0,0.189,0.288,106.948,252000.0,23448986.0,217467.0,9187.0,35252851.0,hip hop
5296,0.846,0.774,1.0,-5.131,0.0509,0.00752,0.0,0.207,0.375,120.012,202000.0,14523719.0,169161.0,3700.0,16197474.0,hip hop
5297,0.926,0.888,11.0,-5.337,0.294,0.261,0.0,0.348,0.819,98.523,226013.0,1312621.0,22483.0,61.0,41178795.0,hip hop
5298,0.83,0.641,7.0,-10.902,0.13,0.176,0.0,0.392,0.614,119.968,256235.0,2634184.0,52844.0,564.0,15728006.0,hip hop
5300,0.585,0.757,7.0,-6.242,0.3,0.121,0.0,0.276,0.491,83.33,156363.0,65692.0,4933.0,366.0,138395.0,hip hop
5301,0.668,0.724,7.0,-5.953,0.0536,0.00551,0.0,0.218,0.318,148.522,221373.0,3593448.0,41102.0,1157.0,9213284.0,hip hop
5312,0.586,0.773,8.0,-5.724,0.0303,0.0187,0.0,0.314,0.369,94.83,295067.0,26378879.0,143774.0,7281.0,56301707.0,jazz
5322,0.698,0.872,0.0,-2.16,0.0456,0.583,0.00946,0.0848,0.62,179.556,302360.0,30844887.0,85074.0,2098.0,168700251.0,latin
5323,0.673,0.718,1.0,-4.666,0.0379,0.609,6.88e-05,0.316,0.917,176.89,230187.0,33736.0,420.0,12.0,75668022.0,latin
5324,0.741,0.465,0.0,-12.241,0.0413,0.694,2.35e-05,0.0605,0.858,85.744,272200.0,27861500.0,152674.0,1799.0,26880361.0,latin
5325,0.735,0.61,1.0,-8.635,0.0439,0.598,0.0,0.0541,0.789,91.951,298640.0,296240231.0,949758.0,16898.0,107436637.0,latin
5326,0.528,0.714,5.0,-7.282,0.246,0.326,2.62e-06,0.158,0.603,79.344,211587.0,64245078.0,205009.0,4758.0,46688996.0,latin
5327,0.683,0.691,0.0,-3.322,0.0418,0.705,1.48e-05,0.049,0.842,93.012,224440.0,579068.0,4603.0,90.0,52385764.0,latin
5328,0.758,0.666,5.0,-9.022,0.0445,0.56,0.0,0.0912,0.961,92.811,296027.0,30261166.0,127909.0,2299.0,48749074.0,latin
5329,0.662,0.889,0.0,-4.675,0.0319,0.27,0.0,0.0843,0.828,163.98,252093.0,64917075.0,261871.0,6554.0,14394272.0,latin
5330,0.751,0.518,0.0,-9.705,0.0466,0.683,3.92e-05,0.0465,0.87,93.122,274733.0,579068.0,4603.0,90.0,9868948.0,latin
5331,0.774,0.771,8.0,-4.463,0.0417,0.678,0.0,0.739,0.905,94.945,275760.0,75200907.0,315848.0,5553.0,17666456.0,latin
5333,0.902,0.41,1.0,-5.31,0.219,0.176,0.0,0.119,0.647,84.07,341427.0,3477753.0,60777.0,737.0,58456976.0,hip hop
5363,0.0993,0.0902,1.0,-26.307,0.0428,0.692,0.85,0.0745,0.0382,71.062,463707.0,1484681.0,11589.0,521.0,39375575.0,film score
5365,0.168,0.0393,5.0,-24.569,0.0395,0.86,0.942,0.131,0.0387,112.426,172520.0,43488.0,1013.0,28.0,39859451.0,film score
5366,0.338,0.103,1.0,-21.472,0.0315,0.798,0.00129,0.124,0.04,98.531,310733.0,103644.0,1160.0,50.0,37846515.0,film score
5367,0.186,0.0359,1.0,-28.056,0.0369,0.473,0.202,0.0792,0.0391,127.743,217400.0,765435.0,5766.0,14.0,11204687.0,film score
5368,0.156,0.0223,7.0,-27.684,0.0367,0.938,0.848,0.0998,0.0495,72.844,340400.0,3115735.0,28866.0,1194.0,41883037.0,film score
5369,0.161,0.085,4.0,-22.069,0.0415,0.798,0.446,0.0941,0.0392,109.161,385720.0,124822.0,2891.0,58.0,29936883.0,film score
5370,0.32,0.0533,0.0,-23.314,0.0444,0.901,0.000638,0.0975,0.0694,120.286,129600.0,410.0,4.0,0.0,5683925.0,film score
5371,0.194,0.19,9.0,-24.078,0.0434,0.32,0.246,0.0737,0.0386,103.604,289960.0,903234.0,12179.0,41.0,10883580.0,film score
5372,0.481,0.636,0.0,-6.737,0.0329,0.552,0.0,0.098,0.612,110.733,283707.0,76238633.0,663857.0,14360.0,70573974.0,sertanejo
5373,0.513,0.901,2.0,-3.089,0.0479,0.249,0.0,0.934,0.371,98.926,279293.0,76238633.0,663857.0,14360.0,56631851.0,sertanejo
5374,0.555,0.465,5.0,-8.326,0.025,0.349,0.0,0.253,0.669,90.015,172840.0,76238633.0,663857.0,14360.0,26848661.0,sertanejo
5375,0.561,0.927,4.0,-3.503,0.248,0.621,6.68e-05,0.662,0.523,159.903,162524.0,76238633.0,663857.0,14360.0,30771216.0,sertanejo
5376,0.322,0.565,0.0,-9.908,0.0759,0.082,0.0,0.183,0.382,74.874,345150.0,76238633.0,663857.0,14360.0,24425226.0,sertanejo
5377,0.252,0.391,9.0,-9.0,0.0351,0.563,0.0,0.286,0.366,203.722,251040.0,76238633.0,663857.0,14360.0,11634293.0,sertanejo
5378,0.582,0.901,11.0,-2.815,0.0554,0.286,0.0,0.866,0.4,150.04,200227.0,76238633.0,663857.0,14360.0,6979709.0,sertanejo
5379,0.283,0.977,4.0,-5.165,0.0918,0.00172,2.56e-06,0.928,0.514,132.053,409611.0,76238633.0,663857.0,14360.0,9673790.0,sertanejo
5380,0.694,0.557,4.0,-11.326,0.0426,0.698,0.0,0.0633,0.77,77.021,242107.0,76238633.0,663857.0,14360.0,13630264.0,pop
5381,0.687,0.676,0.0,-5.782,0.0318,0.21,0.0,0.0915,0.965,119.583,137400.0,76238633.0,663857.0,14360.0,0.0,sertanejo
5402,0.169,0.0161,9.0,-31.034,0.0442,0.986,0.86,0.0805,0.0573,128.143,174267.0,14529764.0,221848.0,5341.0,104530255.0,opera
5403,0.213,0.0656,7.0,-24.81,0.0467,0.992,0.969,0.0699,0.0384,65.023,150147.0,6589395.0,102224.0,3823.0,17079428.0,opera
5404,0.211,0.00756,7.0,-33.123,0.0455,0.994,0.89,0.0734,0.0391,118.247,184707.0,290568.0,6576.0,6.0,36586830.0,opera
5405,0.216,0.149,7.0,-18.173,0.0402,0.986,0.94,0.0921,0.117,123.201,174333.0,14529764.0,221848.0,5341.0,19194495.0,opera
5406,0.213,0.0329,7.0,-28.228,0.0451,0.972,0.926,0.0978,0.0366,84.819,208040.0,6589395.0,102224.0,3823.0,22475498.0,opera
5407,0.116,0.059,7.0,-26.632,0.0446,0.983,0.913,0.152,0.0393,94.137,214987.0,6589395.0,102224.0,3823.0,25065885.0,opera
5408,0.371,0.131,7.0,-23.899,0.0422,0.898,0.925,0.0847,0.0656,106.872,442693.0,70803461.0,842527.0,28224.0,21693740.0,opera
5409,0.167,0.02,7.0,-31.634,0.0413,0.992,0.928,0.0714,0.0431,129.916,165307.0,21716.0,466.0,2.0,12416118.0,opera
5410,0.442,0.181,7.0,-20.419,0.0443,0.906,0.656,0.0598,0.172,115.884,432133.0,70803461.0,842527.0,28224.0,27417968.0,opera
5411,0.19,0.0144,9.0,-35.651,0.0443,0.978,0.193,0.0646,0.0542,59.176,190133.0,6589395.0,102224.0,3823.0,7637954.0,opera
5412,0.663,0.6,7.0,-10.87,0.032,0.43,0.0,0.184,0.8,129.991,151667.0,22287835.0,205278.0,6540.0,931115362.0,soul
5413,0.513,0.448,11.0,-11.074,0.0325,0.135,0.0,0.0678,0.172,97.63,173867.0,4765528.0,48414.0,2056.0,55208812.0,soul
5414,0.606,0.52,8.0,-11.312,0.036,0.0356,0.000628,0.354,0.765,93.449,138533.0,2154081.0,20619.0,946.0,22692705.0,soul
5415,0.551,0.667,3.0,-10.723,0.041,0.177,0.0,0.145,0.446,78.943,139093.0,1216812.0,4564.0,533.0,3434091.0,soul
5416,0.429,0.265,10.0,-14.701,0.0359,0.245,0.0,0.0884,0.663,203.018,187267.0,3825479.0,21019.0,1172.0,19428140.0,soul
5417,0.788,0.52,5.0,-11.92,0.0869,0.695,1.15e-05,0.0743,0.869,122.849,146227.0,3106409.0,22584.0,1026.0,4980598.0,soul
5418,0.595,0.245,3.0,-14.76,0.033,0.253,1.15e-05,0.0687,0.364,78.955,166373.0,1610206.0,18493.0,602.0,6057638.0,soul
5419,0.414,0.581,11.0,-10.558,0.0404,0.0474,2.35e-06,0.486,0.861,201.178,174573.0,303249.0,1445.0,178.0,5135296.0,soul
5420,0.706,0.815,11.0,-4.262,0.0917,0.0716,0.0,0.0776,0.568,124.061,216240.0,5793.0,76.0,3.0,1041439.0,pop
5421,0.561,0.73,1.0,-2.408,0.0321,0.774,0.0,0.18,0.706,115.045,178613.0,1866739.0,14380.0,1164.0,3720503.0,soul
5462,0.692,0.786,8.0,-4.016,0.282,0.638,0.0,0.108,0.737,85.033,225988.0,275.0,25.0,1.0,108931.0,hip hop
5463,0.57,0.743,7.0,-4.496,0.156,0.0333,0.0,0.372,0.563,85.026,210283.0,409495.0,23829.0,1804.0,322869.0,hip hop
5464,0.778,0.482,5.0,-9.46,0.19,0.571,0.000114,0.202,0.744,96.01,220533.0,230564.0,2250.0,238.0,1678827.0,hip hop
5465,0.539,0.987,4.0,-2.039,0.351,0.2,0.0,0.369,0.728,166.068,200360.0,620640.0,4168.0,470.0,1161952.0,hip hop
5466,0.581,0.746,7.0,-9.272,0.559,0.105,0.0,0.202,0.386,87.047,195333.0,124625.0,1144.0,164.0,351514.0,hip hop
5467,0.479,0.686,1.0,-8.257,0.338,0.0335,0.0,0.158,0.468,182.515,272893.0,76529.0,843.0,64.0,791447.0,hip hop
5468,0.697,0.725,1.0,-8.227,0.212,0.00191,0.000199,0.158,0.393,94.854,271693.0,9900.0,197.0,18.0,597344.0,hip hop
5469,0.85,0.547,2.0,-9.739,0.374,0.0444,0.0,0.164,0.563,98.003,195667.0,276828.0,3174.0,203.0,691795.0,hip hop
5470,0.457,0.899,4.0,-1.81,0.336,0.00345,0.0,0.0902,0.489,83.782,230947.0,224034.0,1534.0,113.0,1450016.0,hip hop
5471,0.581,0.708,10.0,-6.414,0.26,0.298,0.0,0.433,0.655,77.663,253467.0,133888.0,2102.0,135.0,425559.0,hip hop
5492,0.705,0.757,6.0,-5.608,0.0656,0.195,0.000228,0.0524,0.737,104.973,187053.0,29802462.0,216495.0,3224.0,125262764.0,pop
5502,0.464,0.305,3.0,-12.435,0.0316,0.936,0.0846,0.208,0.282,108.229,255227.0,8331619.0,90749.0,2661.0,146297105.0,jazz
5503,0.474,0.0676,9.0,-16.101,0.0363,0.963,0.00291,0.14,0.248,115.713,295240.0,1882054.0,17105.0,943.0,52554652.0,jazz
5504,0.372,0.187,0.0,-13.497,0.0323,0.942,0.139,0.161,0.217,70.334,319733.0,451073.0,5213.0,172.0,67415920.0,jazz
5505,0.434,0.458,0.0,-11.457,0.0479,0.261,0.00869,0.173,0.547,146.768,287582.0,7011092.0,95904.0,5744.0,24154860.0,jazz
5506,0.42,0.077,7.0,-21.464,0.0441,0.861,0.38,0.0892,0.272,53.534,336547.0,369595.0,4135.0,189.0,7365439.0,jazz
5507,0.355,0.152,5.0,-14.864,0.0401,0.924,0.0771,0.126,0.145,65.215,320773.0,144471.0,2367.0,26.0,8085757.0,jazz
5508,0.277,0.242,4.0,-18.442,0.0342,0.694,0.464,0.113,0.285,175.384,824133.0,13155034.0,94171.0,4974.0,32102768.0,jazz
5509,0.462,0.0536,8.0,-17.55,0.0321,0.96,0.000219,0.121,0.138,63.118,332120.0,165619.0,1624.0,100.0,6811850.0,jazz
5511,0.292,0.012,10.0,-21.638,0.0393,0.905,0.164,0.0813,0.133,170.106,265049.0,239716.0,4523.0,192.0,52625617.0,jazz
5512,0.498,0.889,0.0,-5.413,0.0546,0.0947,1.62e-06,0.733,0.696,134.88,283360.0,31172789.0,280028.0,2874.0,323795115.0,rock
5513,0.383,0.97,9.0,-5.638,0.0435,0.0276,0.0,0.0942,0.62,101.603,313926.0,32235698.0,178889.0,5910.0,131908838.0,rock
5514,0.59,0.851,4.0,-11.754,0.0297,0.0174,0.0975,0.154,0.968,146.213,218307.0,15785138.0,98106.0,4043.0,59988168.0,rock
5515,0.758,0.669,1.0,-3.838,0.0388,0.00659,0.0,0.0657,0.96,132.51,171901.0,3119848.0,129102.0,6973.0,18365942.0,rock
5516,0.624,0.585,7.0,-10.812,0.03,0.0414,2.08e-05,0.0467,0.646,144.251,253493.0,26229476.0,158310.0,5020.0,45949431.0,rock
5517,0.521,0.884,10.0,-5.354,0.0387,0.000156,0.0191,0.0837,0.465,124.051,253893.0,345403.0,13405.0,828.0,1641537.0,rock
5518,0.548,0.926,5.0,-3.919,0.0855,0.000545,0.226,0.108,0.472,154.957,233752.0,113704.0,2569.0,123.0,587447.0,rock
5519,0.391,0.985,8.0,-2.806,0.158,9.2e-06,0.0,0.115,0.199,75.013,180586.0,291269.0,3415.0,180.0,1407971.0,rock
5520,0.474,0.67,0.0,-6.846,0.0299,0.00964,0.407,0.124,0.262,81.921,227167.0,79856.0,2260.0,158.0,328897.0,rock
5521,0.543,0.925,1.0,-3.822,0.0394,0.0257,0.00333,0.166,0.502,110.07,248096.0,69816.0,1884.0,106.0,302284.0,rock
5522,0.631,0.713,5.0,-7.124,0.0311,0.00204,0.000344,0.414,0.891,130.949,212907.0,653048.0,10546.0,317.0,211524674.0,soul
5523,0.729,0.78,5.0,-7.604,0.0631,0.114,0.106,0.0759,0.795,111.833,274000.0,68939076.0,337091.0,13198.0,131145013.0,soul
5524,0.564,0.327,9.0,-14.63,0.0494,0.166,3.45e-05,0.149,0.309,74.948,289107.0,4001352.0,47634.0,899.0,95417530.0,soul
5525,0.537,0.812,10.0,-6.257,0.0472,0.0149,0.0,0.153,0.752,99.323,210387.0,3203563.0,25557.0,766.0,65582552.0,soul
5526,0.771,0.659,10.0,-12.311,0.0688,0.175,0.0356,0.179,0.742,110.698,242573.0,68939076.0,337091.0,13198.0,64936637.0,soul
5527,0.678,0.571,5.0,-9.51,0.0353,0.00389,0.0862,0.183,0.765,130.285,276467.0,48205543.0,237423.0,7955.0,32723170.0,soul
5528,0.615,0.804,2.0,-11.04,0.0752,0.0823,0.0,0.085,0.932,85.164,290667.0,8776139.0,74284.0,2010.0,48078049.0,disco
5529,0.606,0.486,7.0,-13.553,0.041,0.0111,0.00145,0.0757,0.809,87.567,431507.0,1925106.0,8159.0,397.0,35486262.0,soul
5530,0.666,0.583,6.0,-13.698,0.0284,4.53e-05,0.286,0.0772,0.746,114.851,209907.0,3515046.0,11839.0,885.0,21408022.0,soul
5531,0.625,0.869,2.0,-9.467,0.0293,0.0246,0.0626,0.093,0.89,114.223,219440.0,413869.0,3632.0,172.0,15353379.0,soul
5532,0.59,0.829,0.0,-5.649,0.0419,0.0601,3.99e-05,0.19,0.704,144.099,193107.0,14890943.0,121766.0,5737.0,266657553.0,rock
5533,0.618,0.811,11.0,-6.654,0.0322,0.00245,0.199,0.0779,0.779,100.01,191733.0,464750.0,4819.0,224.0,5072229.0,alternative rock
5534,0.64,0.789,0.0,-6.691,0.0359,0.0338,0.00388,0.53,0.311,97.539,241640.0,18706072.0,131093.0,5902.0,249725871.0,rock
5535,0.755,0.553,6.0,-9.449,0.107,0.0492,0.00607,0.0646,0.836,119.7,266600.0,16403666.0,100630.0,2685.0,165027787.0,alternative rock
5536,0.671,0.736,8.0,-6.705,0.0344,0.0547,0.00381,0.111,0.89,141.967,246707.0,1269793.0,13418.0,621.0,7331723.0,alternative rock
5537,0.622,0.75,9.0,-6.367,0.0445,0.0625,0.000133,0.127,0.905,141.324,197973.0,792182.0,6635.0,391.0,44855468.0,alternative rock
5538,0.705,0.636,6.0,-5.734,0.0274,0.00784,9.16e-05,0.221,0.63,112.025,204440.0,74966.0,1017.0,112.0,1484138.0,alternative rock
5539,0.45,0.48,4.0,-11.14,0.164,0.117,0.0658,0.11,0.352,99.939,236240.0,231820.0,4949.0,358.0,3709764.0,alternative rock
5540,0.724,0.7,1.0,-6.571,0.043,0.0535,0.108,0.0851,0.935,126.045,172040.0,1479139.0,19006.0,771.0,7521595.0,alternative rock
5541,0.641,0.628,11.0,-7.27,0.0351,0.0208,0.000309,0.125,0.946,150.948,167840.0,119407.0,827.0,51.0,52986518.0,rock
5542,0.531,0.638,11.0,-5.145,0.0809,0.00409,0.0,0.0822,0.445,164.079,236898.0,38307505.0,475624.0,8138.0,237845230.0,alternative rock
5543,0.531,0.887,5.0,-4.417,0.0329,0.00261,0.000512,0.0657,0.626,104.055,231665.0,64983459.0,641524.0,14493.0,114963122.0,alternative rock
5544,0.465,0.813,7.0,-4.321,0.0841,0.00281,0.0,0.0464,0.614,148.029,197373.0,20056994.0,106934.0,1557.0,80678624.0,rock
5545,0.457,0.669,6.0,-5.792,0.0288,0.0296,0.0,0.142,0.312,93.987,222436.0,7863985.0,94087.0,1643.0,69604009.0,alternative rock
