num_hidden_layers,activation_function,dropout_rate,units_1,units_2,units_3,units_4,best_val_accuracy,val_accuracy_std,best_val_loss,val_loss_std,best_train_accuracy,train_accuracy_std,best_train_loss,train_loss_std,delta_acc
2,LeakyReLU,0.3,64,128,256,512,0.8092413345972697,0.005364678644175159,0.5592043002446493,0.02452696075751572,0.8178571263949076,0.007203063826228304,0.530517041683197,0.02880363173733441,0.010646752000039283
2,LeakyReLU,0.3,64,128,256,1024,0.8176450530687968,0.0037116787338413097,0.5253761013348898,0.005759528735530348,0.8226868510246277,0.007639372012995363,0.5066288908322653,0.011577467874274994,0.006166242842059623
2,LeakyReLU,0.3,64,128,512,512,0.8277274966239929,0.008641171679376745,0.528509666522344,0.02225458163890607,0.8229000568389893,0.010984114324218381,0.5033712784449259,0.02574981453814758,-0.005832160710732793
2,LeakyReLU,0.3,64,128,512,1024,0.8247893253962199,0.005749714562355903,0.5137481888135275,0.0072853069608388365,0.8241596420605978,5.2233994254501334e-05,0.4952384928862254,0.006395243650024085,-0.0007634474843858881
2,LeakyReLU,0.3,64,128,1024,512,0.8239459991455078,0.006131224231069893,0.5249868134657542,0.024634916915831924,0.8207998275756836,0.0054056385684781065,0.507655680179596,0.018377830295255124,-0.0038184196210516567
2,LeakyReLU,0.3,64,128,1024,1024,0.8247856100400289,0.007231584365398205,0.5207422971725464,0.009993344439497067,0.8268883029619852,0.008418352274985373,0.49253103137016296,0.009691914203854176,0.0025493811923491937
2,LeakyReLU,0.3,64,256,256,512,0.827309270699819,0.003176184919296704,0.5176599224408468,0.014269876574558017,0.8214274048805237,0.004685566188083365,0.4895368417104085,0.0075105257813451965,-0.007109633637152195
2,LeakyReLU,0.3,64,256,256,1024,0.8180638154347738,0.007384973385910809,0.5310709277788798,0.006508672768536709,0.8228995402654012,0.005552797320829258,0.495816429456075,0.009126042466479151,0.005911182892324132
2,LeakyReLU,0.3,64,256,512,512,0.8184883793195089,0.0035133588583564287,0.5170941948890686,0.012925349353850802,0.8247909744580587,0.0075552727030395415,0.4881039261817932,0.014885715606641113,0.007700286647673338
2,LeakyReLU,0.3,64,256,512,1024,0.8193232615788778,0.008349535101605446,0.5129170715808868,0.01222519482329351,0.8294102549552917,0.006245469501503606,0.4821493327617645,0.005908829596813713,0.01231137189608872
2,LeakyReLU,0.3,64,256,1024,512,0.8231074213981628,0.009763512700758415,0.5045601427555084,0.01881436929143749,0.8315111796061198,0.007039561963643097,0.47557657957077026,0.00729270339866602,0.010209795209575387
2,LeakyReLU,0.3,64,256,1024,1024,0.8264648914337158,0.012009570385777137,0.5186247825622559,0.013026787480561831,0.8275204300880432,0.007719129371921025,0.48223451773325604,0.018260478575588775,0.0012771730115435265
2,LeakyReLU,0.3,64,512,256,512,0.8184857368469238,0.002827895508668106,0.5139755606651306,0.008944913678817175,0.8296216130256653,0.004444580535911843,0.4760216772556305,0.004883798980972927,0.013605461497277292
2,LeakyReLU,0.3,64,512,256,1024,0.8218479752540588,0.0012937396618904033,0.5150163769721985,0.0087183974121399,0.8289915124575297,0.0015822165943455745,0.4809376299381256,0.00908236935785967,0.00869204210336168
2,LeakyReLU,0.3,64,512,512,512,0.8193243145942688,0.007384408853921884,0.5099287231763204,0.01671072668995701,0.8313035368919373,0.0036045718476734713,0.4785560667514801,0.014182055489427789,0.014620855361287056
2,LeakyReLU,0.3,64,512,512,1024,0.8176461060841879,0.0030272413278562647,0.5214864015579224,0.005970273218026138,0.8308803836504618,0.007275293938986833,0.4770544767379761,0.007183254305973675,0.016185825955503642
2,LeakyReLU,0.3,64,512,1024,512,0.8231047789255778,0.007547128237291393,0.5150902271270752,0.009275820398354694,0.8350839614868164,0.0028365832054117255,0.4745425283908844,0.010586677620235187,0.014553654489620888
2,LeakyReLU,0.3,64,512,1024,1024,0.8281467954317728,0.010783410935546809,0.5180137356122335,0.00811092683233568,0.8266798655192057,0.0031326342435491848,0.48040948311487836,0.013137644885211195,-0.0017713404443016917
2,LeakyReLU,0.3,128,128,256,512,0.8260498444239298,0.0011196396124261896,0.5117238958676656,0.01041830501341175,0.8279397090276083,0.0069595233334711305,0.4852724572022756,0.008233053604401673,0.002287833617348372
