mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation_function,param_dropout_rate,param_units_1,param_units_2,param_units_3,param_units_4,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
11.90696660677592,1.6678560326072325,1.8391768137613933,0.1697404115937336,relu,0.3,256,128,512,512,"{'activation_function': 'relu', 'dropout_rate': 0.3, 'units_1': 256, 'units_2': 128, 'units_3': 512, 'units_4': 512}",0.7959697842597961,0.810844898223877,0.8032786846160889,0.8033644556999207,0.0060730426953993,32
13.079675674438477,1.711230447421342,1.531891902287801,0.2900210663310011,LeakyReLU,0.3,64,128,256,512,"{'activation_function': 'LeakyReLU', 'dropout_rate': 0.3, 'units_1': 64, 'units_2': 128, 'units_3': 256, 'units_4': 512}",0.8148614764213562,0.809583842754364,0.7856242060661316,0.8033565084139506,0.0127224018748188,33
13.00674295425415,1.4316357944424691,1.7977689107259114,0.3908395553882248,LeakyReLU,0.3,64,256,256,1024,"{'activation_function': 'LeakyReLU', 'dropout_rate': 0.3, 'units_1': 64, 'units_2': 256, 'units_3': 256, 'units_4': 1024}",0.8198992609977722,0.8083228468894958,0.7818410992622375,0.8033544023831686,0.0159294276792224,34
12.88585917154948,0.5071589031122652,2.7015227476755777,0.416318513919434,relu,0.3,256,512,512,512,"{'activation_function': 'relu', 'dropout_rate': 0.3, 'units_1': 256, 'units_2': 512, 'units_3': 512, 'units_4': 512}",0.8173803687095642,0.8070617914199829,0.7831021547317505,0.8025147716204325,0.0143586334115361,35
11.608710924784342,0.0936955731877722,2.027085940043132,0.2778712591511478,LeakyReLU,0.5,256,512,512,512,"{'activation_function': 'LeakyReLU', 'dropout_rate': 0.5, 'units_1': 256, 'units_2': 512, 'units_3': 512, 'units_4': 512}",0.8249370455741882,0.7969735264778137,0.7856242060661316,0.8025115927060446,0.0165202395202119,36
19.501819531122845,0.8798809039851944,2.82987372080485,0.68992705332484,relu,0.3,256,512,512,1024,"{'activation_function': 'relu', 'dropout_rate': 0.3, 'units_1': 256, 'units_2': 512, 'units_3': 512, 'units_4': 1024}",0.8261964917182922,0.7994955778121948,0.7818410992622375,0.8025110562642416,0.0182331208282021,37
12.907339970270792,0.5209784448608709,2.381152868270874,0.6147604860009522,relu,0.3,128,512,256,1024,"{'activation_function': 'relu', 'dropout_rate': 0.3, 'units_1': 128, 'units_2': 512, 'units_3': 256, 'units_4': 1024}",0.7947103381156921,0.7919293642044067,0.8196721076965332,0.8021039366722107,0.0124743451084935,38
13.180740038553871,2.112293451316619,1.5953323046366374,0.4221573469334609,LeakyReLU,0.5,256,256,256,512,"{'activation_function': 'LeakyReLU', 'dropout_rate': 0.5, 'units_1': 256, 'units_2': 256, 'units_3': 256, 'units_4': 512}",0.8047859072685242,0.8020176291465759,0.7994955778121948,0.8020997047424316,0.0021605475759172,39
13.18575398127238,0.6065885931456235,2.7503254413604736,0.4117116136309959,relu,0.3,256,512,256,1024,"{'activation_function': 'relu', 'dropout_rate': 0.3, 'units_1': 256, 'units_2': 512, 'units_3': 256, 'units_4': 1024}",0.8085642457008362,0.7931904196739197,0.8045397400856018,0.8020981351534525,0.0065094652960129,40
14.80196746190389,0.5272767903866793,1.889538129170736,0.1380801754060723,LeakyReLU,0.3,256,128,256,1024,"{'activation_function': 'LeakyReLU', 'dropout_rate': 0.3, 'units_1': 256, 'units_2': 128, 'units_3': 256, 'units_4': 1024}",0.8148614764213562,0.8070617914199829,0.7831021547317505,0.8016751408576965,0.0135135890065296,41
12.468711853027344,0.3596700634758129,2.193814992904663,0.3845750986111707,LeakyReLU,0.5,256,512,256,1024,"{'activation_function': 'LeakyReLU', 'dropout_rate': 0.5, 'units_1': 256, 'units_2': 512, 'units_3': 256, 'units_4': 1024}",0.8148614764213562,0.7894073128700256,0.8007566332817078,0.8016751408576965,0.0104118955254661,41
14.093391021092732,1.6391748609809131,2.416952212651571,0.2772997693636495,LeakyReLU,0.3,256,256,256,512,"{'activation_function': 'LeakyReLU', 'dropout_rate': 0.3, 'units_1': 256, 'units_2': 256, 'units_3': 256, 'units_4': 512}",0.7972292304039001,0.814628005027771,0.7919293642044067,0.8012621998786926,0.0096955558855756,43
12.90218456586202,1.0758695630761896,1.6321765581766765,0.087537847212648,LeakyReLU,0.5,256,128,256,512,"{'activation_function': 'LeakyReLU', 'dropout_rate': 0.5, 'units_1': 256, 'units_2': 128, 'units_3': 256, 'units_4': 512}",0.7984886765480042,0.8121059536933899,0.7931904196739197,0.8012616833051046,0.0079672886089152,44
13.689242919286093,0.3128614284467804,2.734166463216146,0.6378763068253543,LeakyReLU,0.5,256,256,1024,512,"{'activation_function': 'LeakyReLU', 'dropout_rate': 0.5, 'units_1': 256, 'units_2': 256, 'units_3': 1024, 'units_4': 512}",0.8085642457008362,0.7982345819473267,0.7969735264778137,0.8012574513753256,0.0051922697484358,45
19.91347448031108,1.1677009148025694,2.383242686589559,0.1994188318059583,LeakyReLU,0.3,256,256,1024,1024,"{'activation_function': 'LeakyReLU', 'dropout_rate': 0.3, 'units_1': 256, 'units_2': 256, 'units_3': 1024, 'units_4': 1024}",0.8211587071418762,0.7969735264778137,0.7856242060661316,0.8012521465619405,0.0148190223259103,46
18.973053057988484,2.5066197592171164,2.795819441477457,0.1502920305603922,LeakyReLU,0.3,256,512,1024,512,"{'activation_function': 'LeakyReLU', 'dropout_rate': 0.3, 'units_1': 256, 'units_2': 512, 'units_3': 1024, 'units_4': 512}",0.8022670149803162,0.8158890008926392,0.7843631505966187,0.8008397221565247,0.0129098846580287,47
15.334725459416708,2.0244658178330743,2.756290356318156,0.6075214084182617,relu,0.3,128,512,512,1024,"{'activation_function': 'relu', 'dropout_rate': 0.3, 'units_1': 128, 'units_2': 512, 'units_3': 512, 'units_4': 1024}",0.7959697842597961,0.814628005027771,0.7906683683395386,0.8004220525423685,0.0102756367913955,48
12.471920569737753,0.1991861774988666,2.583883047103882,0.1248915325556141,LeakyReLU,0.3,256,512,256,1024,"{'activation_function': 'LeakyReLU', 'dropout_rate': 0.3, 'units_1': 256, 'units_2': 512, 'units_3': 256, 'units_4': 1024}",0.8211587071418762,0.7969735264778137,0.7831021547317505,0.8004114627838135,0.0157255598706743,49
14.163872400919596,0.5568505931381256,2.5063122113545737,0.3418349701455863,LeakyReLU,0.3,64,128,1024,512,"{'activation_function': 'LeakyReLU', 'dropout_rate': 0.3, 'units_1': 64, 'units_2': 128, 'units_3': 1024, 'units_4': 512}",0.7833753228187561,0.8121059536933899,0.8032786846160889,0.7995866537094116,0.0120162558443554,50
13.081461509068808,0.198176847828308,2.6294960975646973,0.113943994061871,relu,0.3,128,512,512,512,"{'activation_function': 'relu', 'dropout_rate': 0.3, 'units_1': 128, 'units_2': 512, 'units_3': 512, 'units_4': 512}",0.7858942151069641,0.8032786846160889,0.809583842754364,0.7995855808258057,0.0100176136953024,51
20.13157216707865,0.3734032870718665,2.305757522583008,0.4182188438168516,LeakyReLU,0.3,128,256,1024,1024,"{'activation_function': 'LeakyReLU', 'dropout_rate': 0.3, 'units_1': 128, 'units_2': 256, 'units_3': 1024, 'units_4': 1024}",0.8098236918449402,0.809583842754364,0.7793190479278564,0.7995755275090536,0.0143238287633847,52
12.474883000055948,0.4493906996106536,2.0003209908803306,0.2072596209087889,LeakyReLU,0.5,256,128,512,512,"{'activation_function': 'LeakyReLU', 'dropout_rate': 0.5, 'units_1': 256, 'units_2': 128, 'units_3': 512, 'units_4': 512}",0.8161209225654602,0.8045397400856018,0.7780579924583435,0.7995728850364685,0.015931078617891,53
16.245309829711914,0.2889670783404496,1.2555009524027507,0.3816703152768791,LeakyReLU,0.5,256,512,1024,1024,"{'activation_function': 'LeakyReLU', 'dropout_rate': 0.5, 'units_1': 256, 'units_2': 512, 'units_3': 1024, 'units_4': 1024}",0.8098236918449402,0.810844898223877,0.7767969965934753,0.7991551955540975,0.015815130122537,54
15.016270081202189,2.1949400552101297,2.4555724461873374,0.3106515035821618,LeakyReLU,0.3,128,256,512,1024,"{'activation_function': 'LeakyReLU', 'dropout_rate': 0.3, 'units_1': 128, 'units_2': 256, 'units_3': 512, 'units_4': 1024}",0.8098236918449402,0.7881462574005127,0.7994955778121948,0.7991551756858826,0.0088530482971991,55
12.01613958676656,0.8449400577951056,1.7441896597544353,0.1015582865125066,relu,0.3,128,256,256,512,"{'activation_function': 'relu', 'dropout_rate': 0.3, 'units_1': 128, 'units_2': 256, 'units_3': 256, 'units_4': 512}",0.8035264611244202,0.8020176291465759,0.7906683683395386,0.7987374862035116,0.0057388814712367,56
26.80228614807129,4.39485405446296,2.056668281555176,0.3325726578702694,relu,0.5,256,512,1024,1024,"{'activation_function': 'relu', 'dropout_rate': 0.5, 'units_1': 256, 'units_2': 512, 'units_3': 1024, 'units_4': 1024}",0.8060453534126282,0.7957124710083008,0.7931904196739197,0.7983160813649496,0.0055615597646453,57
13.329936822255451,1.7913215940729457,1.71063764890035,0.0754379591304882,LeakyReLU,0.5,256,128,256,1024,"{'activation_function': 'LeakyReLU', 'dropout_rate': 0.5, 'units_1': 256, 'units_2': 128, 'units_3': 256, 'units_4': 1024}",0.8047859072685242,0.810844898223877,0.7780579924583435,0.7978962659835815,0.0142441956645711,58
15.495192686716717,2.46089684551669,2.0191967487335205,0.376078168465928,LeakyReLU,0.3,256,128,256,512,"{'activation_function': 'LeakyReLU', 'dropout_rate': 0.3, 'units_1': 256, 'units_2': 128, 'units_3': 256, 'units_4': 512}",0.8123425841331482,0.7818410992622375,0.7994955778121948,0.7978930870691935,0.0125036295335568,59
13.003066460291544,0.114949783406804,1.6708038647969563,0.1173524088809456,LeakyReLU,0.5,64,256,512,512,"{'activation_function': 'LeakyReLU', 'dropout_rate': 0.5, 'units_1': 64, 'units_2': 256, 'units_3': 512, 'units_4': 512}",0.8110831379890442,0.7944514751434326,0.7868852615356445,0.7974732915560404,0.0101071867842351,60
14.65506068865458,0.3303553298150831,3.5281029542287192,0.8719039452600519,LeakyReLU,0.5,64,128,1024,512,"{'activation_function': 'LeakyReLU', 'dropout_rate': 0.5, 'units_1': 64, 'units_2': 128, 'units_3': 1024, 'units_4': 512}",0.8123425841331482,0.7982345819473267,0.7818410992622375,0.7974727551142374,0.0124638257883981,61
19.106885353724163,1.736664833461247,3.0311999320983887,0.5998167843525641,relu,0.3,128,128,1024,1024,"{'activation_function': 'relu', 'dropout_rate': 0.3, 'units_1': 128, 'units_2': 128, 'units_3': 1024, 'units_4': 1024}",0.8136020302772522,0.7793190479278564,0.7994955778121948,0.7974722186724345,0.0140689067651229,62
15.517250061035156,0.981530168857034,3.030474106470744,0.4437672965988029,LeakyReLU,0.3,256,128,1024,512,"{'activation_function': 'LeakyReLU', 'dropout_rate': 0.3, 'units_1': 256, 'units_2': 128, 'units_3': 1024, 'units_4': 512}",0.8060453534126282,0.8020176291465759,0.7831021547317505,0.7970550457636515,0.0100022669697728,63
16.80991260210673,2.242699032125244,2.5886197884877524,0.1651468920339024,relu,0.3,128,256,512,1024,"{'activation_function': 'relu', 'dropout_rate': 0.3, 'units_1': 128, 'units_2': 256, 'units_3': 512, 'units_4': 1024}",0.8085642457008362,0.8007566332817078,0.7818410992622375,0.7970539927482605,0.0112194414324612,64
15.974687973658243,2.945941349004406,2.572474638621012,0.3797055098204043,LeakyReLU,0.3,64,256,512,1024,"{'activation_function': 'LeakyReLU', 'dropout_rate': 0.3, 'units_1': 64, 'units_2': 256, 'units_3': 512, 'units_4': 1024}",0.8198992609977722,0.7805801033973694,0.7906683683395386,0.7970492442448934,0.0166740461314579,65
14.39031751950582,0.3600892737707373,2.7157336870829263,0.279750752361676,relu,0.3,256,256,512,1024,"{'activation_function': 'relu', 'dropout_rate': 0.3, 'units_1': 256, 'units_2': 256, 'units_3': 512, 'units_4': 1024}",0.7745591998100281,0.814628005027771,0.8007566332817078,0.7966479460398356,0.0166140155899168,66
14.27302900950114,0.8520787322892229,2.589179595311483,0.4131657344182936,LeakyReLU,0.3,256,128,512,1024,"{'activation_function': 'LeakyReLU', 'dropout_rate': 0.3, 'units_1': 256, 'units_2': 128, 'units_3': 512, 'units_4': 1024}",0.8085642457008362,0.8083228468894958,0.7730138897895813,0.7966336607933044,0.0167019910000328,67
14.524227619171144,1.9533382651746736,1.7350105444590251,0.1084841777585493,LeakyReLU,0.3,64,256,256,512,"{'activation_function': 'LeakyReLU', 'dropout_rate': 0.3, 'units_1': 64, 'units_2': 256, 'units_3': 256, 'units_4': 512}",0.8047859072685242,0.8032786846160889,0.7805801033973694,0.7962148984273275,0.0110725799990368,68
14.41519014040629,0.3925390001918507,2.5364834467569985,0.2439186999176166,LeakyReLU,0.5,128,128,1024,512,"{'activation_function': 'LeakyReLU', 'dropout_rate': 0.5, 'units_1': 128, 'units_2': 128, 'units_3': 1024, 'units_4': 512}",0.8136020302772522,0.7881462574005127,0.7868852615356445,0.7962111830711365,0.0123079568451375,69
19.078956524531048,0.8032972575628202,3.019706646601359,0.2904456385768176,LeakyReLU,0.3,128,512,1024,512,"{'activation_function': 'LeakyReLU', 'dropout_rate': 0.3, 'units_1': 128, 'units_2': 512, 'units_3': 1024, 'units_4': 512}",0.7947103381156921,0.7881462574005127,0.8045397400856018,0.7957987785339355,0.0067367200498278,70
12.927037715911863,0.7827778237175831,2.299397865931193,0.1332627617307289,LeakyReLU,0.3,128,512,512,512,"{'activation_function': 'LeakyReLU', 'dropout_rate': 0.3, 'units_1': 128, 'units_2': 512, 'units_3': 512, 'units_4': 512}",0.7997481226921082,0.7881462574005127,0.7994955778121948,0.7957966526349386,0.0054106287472767,71
12.141906023025513,0.7998376611632179,2.39766526222229,0.6364800439207396,LeakyReLU,0.5,128,128,512,512,"{'activation_function': 'LeakyReLU', 'dropout_rate': 0.5, 'units_1': 128, 'units_2': 128, 'units_3': 512, 'units_4': 512}",0.8010075688362122,0.7919293642044067,0.7931904196739197,0.7953757842381796,0.0040154130998171,72
19.99828084309896,0.3117091682706463,2.4325276215871177,0.4973679250371305,LeakyReLU,0.5,128,128,1024,1024,"{'activation_function': 'LeakyReLU', 'dropout_rate': 0.5, 'units_1': 128, 'units_2': 128, 'units_3': 1024, 'units_4': 1024}",0.8110831379890442,0.7982345819473267,0.7767969965934753,0.7953715721766154,0.0141429014387577,73
15.320817152659098,2.2104901880884835,2.769026676813761,0.7090253122100226,LeakyReLU,0.3,128,128,1024,512,"{'activation_function': 'LeakyReLU', 'dropout_rate': 0.3, 'units_1': 128, 'units_2': 128, 'units_3': 1024, 'units_4': 512}",0.8161209225654602,0.7868852615356445,0.7831021547317505,0.7953694462776184,0.0147545654034282,74
19.857457319895428,1.8928829529626752,2.421097993850708,0.4569075462343999,LeakyReLU,0.3,64,256,1024,1024,"{'activation_function': 'LeakyReLU', 'dropout_rate': 0.3, 'units_1': 64, 'units_2': 256, 'units_3': 1024, 'units_4': 1024}",0.7896725535392761,0.7969735264778137,0.7982345819473267,0.7949602206548055,0.0037742224689583,75
13.46892515818278,1.0858012541150943,2.2071468035380044,0.1960287910270244,LeakyReLU,0.5,256,256,512,512,"{'activation_function': 'LeakyReLU', 'dropout_rate': 0.5, 'units_1': 256, 'units_2': 256, 'units_3': 512, 'units_4': 512}",0.7947103381156921,0.8007566332817078,0.7894073128700256,0.7949580947558085,0.0046366515192393,76
18.90007472038269,1.0010468499717249,2.726780335108439,0.0463794125361281,LeakyReLU,0.3,256,512,1024,1024,"{'activation_function': 'LeakyReLU', 'dropout_rate': 0.3, 'units_1': 256, 'units_2': 512, 'units_3': 1024, 'units_4': 1024}",0.7821158766746521,0.7931904196739197,0.8083228468894958,0.7945430477460226,0.010741617630708,77
13.33480421702067,1.3300393864630586,2.162008762359619,0.1614755556815947,LeakyReLU,0.5,128,256,256,512,"{'activation_function': 'LeakyReLU', 'dropout_rate': 0.5, 'units_1': 128, 'units_2': 256, 'units_3': 256, 'units_4': 512}",0.7896725535392761,0.8007566332817078,0.7931904196739197,0.7945398688316345,0.0046245695804106,78
18.644978682200115,0.6612355879991542,2.4055135250091557,0.4343716957304557,relu,0.3,256,128,1024,1024,"{'activation_function': 'relu', 'dropout_rate': 0.3, 'units_1': 256, 'units_2': 128, 'units_3': 1024, 'units_4': 1024}",0.7959697842597961,0.7982345819473267,0.7894073128700256,0.7945372263590494,0.0037433796178509,79
19.09137026468913,0.7509712595880973,2.525587876637777,0.6601720954442958,LeakyReLU,0.3,64,512,512,1024,"{'activation_function': 'LeakyReLU', 'dropout_rate': 0.3, 'units_1': 64, 'units_2': 512, 'units_3': 512, 'units_4': 1024}",0.8022670149803162,0.7843631505966187,0.7969735264778137,0.7945345640182495,0.0075099264699831,80
